id,coder,sample,variable,text,name
1914,Coder 2,1,pd,"Discriminación percibida: Se adaptaron algunos ítemes del Proyecto Internacional de la Juventud Migrante (ICSEY) de Berry y colaboradores (2006) y así se confeccionó una en cuesta de ocho ítemes que evaluaba la frecuencia de haber sido tratado injustamente, amenazado o no ser aceptado por pares, profesores o adultos por el solo hecho de pertenecer a un grupo cultural diferente. Los participantes contestaban en una escala Likert con cinco opciones de respuesta (total acuerdo / total desacuerdo). Ejemplos de ítemes: “Pienso que en este país se trata injustamente a los extranjeros”; “Me insultaron o maltrataron por el sólo hecho de ser extranjero”. La fiabilidad de esta prueba para la muestra de extranjeros calculada mediante el coeficiente Alpha fue igual a .88.",Personal discrimination
1934,Coder 1,1,oc,"Racial Composition of School. The racial composition [63–66] of schools was measured using the following items: “Think about the other students in most of your classes. Would you say that almost all, very many, some, a few, or (none/no other) (are/were): Black/African American students, Latino/Hispanic students, Asian students, and White students.” Different questions were asked for Black/African American, Latinos /Hispanic students, Asian students, and White students. Responses were (1) None, (2) A Few, (3) Some, (4) Very Many, and (5) Almost All.",Opportunity for contact
1934,Coder 1,1,pd,"Perceived Discrimination. Perceived (daily) discrimination was measured using a 13-item measure. This was a modiﬁed version of the Everyday Discrimination Scale (EDS), developed by David Williams [67]. The items assess chronic, routine, and less overt discrimination rather than acute, major, overt experiences. The measure items asked the individuals whether any of the discriminatory events have occurred over the past year. Sample items include: “being followed around in stores”, “people acting as if they think you are dishonest”, “receiving poorer service than other people at restaurants” and “being called names or insulted”. Although the original measure only included 10 items, three additional items were added to reﬂect discrimination at school (teacher discrimination). Although the EDS measure was originally developed and normed among adults, it has been widely used for youth [61,67–69]. The responses were on a Likert scale ranging from 1 (never) to 6 (almost everyday). A sum score was calculated, which reﬂected frequency of discriminatory exposures over the past year (α = 0.86).",Personal discrimination
1934,Coder 1,2,oc,"Racial Composition of School. The racial composition [63–66] of schools was measured using the following items: “Think about the other students in most of your classes. Would you say that almost all, very many, some, a few, or (none/no other) (are/were): Black/African American students, Latino/Hispanic students, Asian students, and White students.” Different questions were asked for Black/African American, Latinos /Hispanic students, Asian students, and White students. Responses were (1) None, (2) A Few, (3) Some, (4) Very Many, and (5) Almost All.",Opportunity for contact
1934,Coder 1,2,pd,"Perceived Discrimination. Perceived (daily) discrimination was measured using a 13-item measure. This was a modiﬁed version of the Everyday Discrimination Scale (EDS), developed by David Williams [67]. The items assess chronic, routine, and less overt discrimination rather than acute, major, overt experiences. The measure items asked the individuals whether any of the discriminatory events have occurred over the past year. Sample items include: “being followed around in stores”, “people acting as if they think you are dishonest”, “receiving poorer service than other people at restaurants” and “being called names or insulted”. Although the original measure only included 10 items, three additional items were added to reﬂect discrimination at school (teacher discrimination). Although the EDS measure was originally developed and normed among adults, it has been widely used for youth [61,67–69]. The responses were on a Likert scale ranging from 1 (never) to 6 (almost everyday). A sum score was calculated, which reﬂected frequency of discriminatory exposures over the past year (α = 0.86).",Personal discrimination
1949,Coder 2,1,pc,"Two items were used to assess the frequency of positive and negative intergroup contact the participants experienced (Barlow et al., 2012; “On average, how frequently do you have positive/good contact with Germans?” and",Contact quality / Positive contact
1949,Coder 2,1,nc,"“On average, how frequently do you have negative/bad contact with Germans?”). These were answered on a 7-point Likert scale with 1 = never and 7 = extremely frequently.",Negative contact
1949,Coder 2,1,pd,"To assess the degree to which the participants felt discriminated against, 5 items from the Mutual Intercultural Relations in Plural Societies (MIRIPS) questionnaire were used (Centre for Applied Cross-Cultural Research, 2010). Items included, for example, “I don’t feel accepted by Germans” and “I have been threatened or attacked because of the country I come from”. Responses were indicated on a 5-point Likert scale (from 1= “I strongly disagree” to 5= “I strongly agree”).",Personal discrimination
1950,Coder 1,1,cq,"Respondents also reported their frequency of interracial workplace contact. The variable is measured on a three-point scale ranging from one, indicating “never,” to three, indicating “almost everyday.” Those not currently holding jobs were coded as having no workplace contact. Levels are equivalent across racial groups. Finally, neighborhood contact measures the frequency of interacting with racial outgroups in one’s neighborhood. The variable is measured on a five-point scale ranging from “never/less than once per year,” coded as one, to “almost every day,” coded as five. Whites report significantly more neighborhood interactions than blacks and Hispanics (t = 2.6 and 2.3, respectively).",Contact quantity
1950,Coder 1,1,cf,"I use three measures of interracial contact. Friendship measures the portion of one’s friendship network that contains racial outgroup members. The variable is measured on a three-point scale ranging from “all coracial friends,” coded as one, to “half or more different-race friends,” coded as three.5 Mean levels in Table 1 indicate Hispanics experience significantly greater interracial friendship than both whites and blacks (t = 3.6 and 2.6, respectively).",Cross-group friendship
1950,Coder 1,1,pd,"Discrimination Experiences I consider both reported minor and major discrimination.3 The former is a dichotomous indicator taken from a series of questions asking whether others have ever treated the respondent as inferior, with less courtesy, or with fear. Those reporting any because of ethnicity or race were coded as 1, indicating discrimination, and 0 otherwise. Proportions across race in Table 1 indicate that minor discrimination is reported most by blacks (z = 8.9 versus whites and z = 2.7 versus Hispanics). Hispanics report significantly more than whites (z = 6.2). Major discrimination combines responses to six indicators of experience with any of the following because of race: (1) denied a job or promotion, (2) unfairly stopped and searched by the police, (3) had neighbors make life difficult for one’s family, (4) denied housing, (5) experienced residential steering by a real estate agent, and (6) unfairly treated while seeking a mortgage. I display the percentages reporting each discrimination context across race in Figure 1. Police are the most common source for both blacks and Hispanics (48.5% and 30.8%, respectively), followed by the workplace. Blacks report significantly more discrimination than Hispanics in all sources, except for housing and neighbors. Whites report significantly less discrimination than both minority groups for all sources. Discrimination reported by whites occurs most often from neighbors and their job (both about 8%). The final major discrimination variable is coded dichotomously, with 1 indicating at least one experience and 0 indicating no reports.",Personal discrimination
1950,Coder 1,1,oa,"Each measure of comparative warmth toward one’s own group over outgroups combines responses to two feeling thermometers in which the respondent rated his or her racial group and a racial outgroup in terms of warm and cold feelings. To illustrate, whites’ warmth for whites versus blacks takes the difference between their white and black feeling thermometer responses. I constructed analogous measures for each racial and target group combination. The thermometers range from 0, indicating cold, and 100, indicating warm. Thus, the difference measures can range from −100 to 100, with positive values indicating warmer feeling toward one’s own group and negative values indicating warmer feelings toward the outgroup. Point estimates for warmth toward one’s own group are highest among whites.",Outgroup attitudes
1950,Coder 1,2,cq,"Respondents also reported their frequency of interracial workplace contact. The variable is measured on a three-point scale ranging from one, indicating “never,” to three, indicating “almost everyday.” Those not currently holding jobs were coded as having no workplace contact. Levels are equivalent across racial groups. Finally, neighborhood contact measures the frequency of interacting with racial outgroups in one’s neighborhood. The variable is measured on a five-point scale ranging from “never/less than once per year,” coded as one, to “almost every day,” coded as five. Whites report significantly more neighborhood interactions than blacks and Hispanics (t = 2.6 and 2.3, respectively).",Contact quantity
1950,Coder 1,2,cf,"I use three measures of interracial contact. Friendship measures the portion of one’s friendship network that contains racial outgroup members. The variable is measured on a three-point scale ranging from “all coracial friends,” coded as one, to “half or more different-race friends,” coded as three.5 Mean levels in Table 1 indicate Hispanics experience significantly greater interracial friendship than both whites and blacks (t = 3.6 and 2.6, respectively).",Cross-group friendship
1950,Coder 1,2,pd,"Discrimination Experiences I consider both reported minor and major discrimination.3 The former is a dichotomous indicator taken from a series of questions asking whether others have ever treated the respondent as inferior, with less courtesy, or with fear. Those reporting any because of ethnicity or race were coded as 1, indicating discrimination, and 0 otherwise. Proportions across race in Table 1 indicate that minor discrimination is reported most by blacks (z = 8.9 versus whites and z = 2.7 versus Hispanics). Hispanics report significantly more than whites (z = 6.2). Major discrimination combines responses to six indicators of experience with any of the following because of race: (1) denied a job or promotion, (2) unfairly stopped and searched by the police, (3) had neighbors make life difficult for one’s family, (4) denied housing, (5) experienced residential steering by a real estate agent, and (6) unfairly treated while seeking a mortgage. I display the percentages reporting each discrimination context across race in Figure 1. Police are the most common source for both blacks and Hispanics (48.5% and 30.8%, respectively), followed by the workplace. Blacks report significantly more discrimination than Hispanics in all sources, except for housing and neighbors. Whites report significantly less discrimination than both minority groups for all sources. Discrimination reported by whites occurs most often from neighbors and their job (both about 8%). The final major discrimination variable is coded dichotomously, with 1 indicating at least one experience and 0 indicating no reports.",Personal discrimination
1950,Coder 1,2,oa,"Each measure of comparative warmth toward one’s own group over outgroups combines responses to two feeling thermometers in which the respondent rated his or her racial group and a racial outgroup in terms of warm and cold feelings. To illustrate, whites’ warmth for whites versus blacks takes the difference between their white and black feeling thermometer responses. I constructed analogous measures for each racial and target group combination. The thermometers range from 0, indicating cold, and 100, indicating warm. Thus, the difference measures can range from −100 to 100, with positive values indicating warmer feeling toward one’s own group and negative values indicating warmer feelings toward the outgroup. Point estimates for warmth toward one’s own group are highest among whites.",Outgroup attitudes
1966,Coder 1,1,cf,"Proportion of intraethnic friends in network For more distant friendships, participants reported the number of friends that were native Germans (Israelis) or ethnic Germans (Russian Jews). On average, participants reported a rather large number of more distant friendships (mean = 28 in Germany and 34 in Israel; median = 20 for Germany and 21 for Israel), which indicated that the friends mentioned in this question included an extended peer network. FH in more distant friendships was represented by the ratio of intraethnic friends among all friends in both immigrant groups (calculated by dividing the number of intraethnic friends by the total number of intra- and interethnic friends).",Cross-group friendship
1966,Coder 1,1,pd,"Discrimination was assessed using the mean of three items taken from Steinbach and Nauck (2000). Adolescents had to rate the frequency of being discriminated against “at school/work,” “when visiting administrative officials,” and “in shops.” The answering format was never, once or twice, three to five times, six to ten times, and more than ten times. The three-item measure worked comparably in both samples and showed sufficient reliability (Cronbach’s α = .66 in both samples). A fourth item (“in bars/restaurants/discotheques”) was not used, because it was a poor indicator in both samples (probably adolescent immigrants do not visit these places very often because of lack of financial resources).",Personal discrimination
1966,Coder 1,1,cf,"Best friend is immigrant (reversed) At the best friend level, participants reported whether they had an inter- or intraethnic best friend, i.e., a native German/Israeli, or ethnic German/Russian Jewish immigrant. At this level, therefore, FH was represented by having an ethnic German or Russian Jew as best friend, respectively.",Best friend is immigrant (reversed)
1966,Coder 1,1,cf,"Clique consists mainly of immigrants (reversed) On the clique level, participants rated whether the clique was fully interethnic, i.e., comprised solely of native Germans/Israelis, whether the clique was mixed (immigrants and nonimmigrants), or whether it was fully intraethnic.",Clique consists mainly of immigrants (reversed)
1966,Coder 1,2,cf,"Proportion of intraethnic friends in network For more distant friendships, participants reported the number of friends that were native Germans (Israelis) or ethnic Germans (Russian Jews). On average, participants reported a rather large number of more distant friendships (mean = 28 in Germany and 34 in Israel; median = 20 for Germany and 21 for Israel), which indicated that the friends mentioned in this question included an extended peer network. FH in more distant friendships was represented by the ratio of intraethnic friends among all friends in both immigrant groups (calculated by dividing the number of intraethnic friends by the total number of intra- and interethnic friends).",Cross-group friendship
1966,Coder 1,2,pd,"Discrimination was assessed using the mean of three items taken from Steinbach and Nauck (2000). Adolescents had to rate the frequency of being discriminated against “at school/work,” “when visiting administrative officials,” and “in shops.” The answering format was never, once or twice, three to five times, six to ten times, and more than ten times. The three-item measure worked comparably in both samples and showed sufficient reliability (Cronbach’s α = .66 in both samples). A fourth item (“in bars/restaurants/discotheques”) was not used, because it was a poor indicator in both samples (probably adolescent immigrants do not visit these places very often because of lack of financial resources).",Personal discrimination
1966,Coder 1,2,cf,"Best friend is immigrant (reversed) At the best friend level, participants reported whether they had an inter- or intraethnic best friend, i.e., a native German/Israeli, or ethnic German/Russian Jewish immigrant. At this level, therefore, FH was represented by having an ethnic German or Russian Jew as best friend, respectively.",Best friend is immigrant (reversed)
1966,Coder 1,2,cf,"Clique consists mainly of immigrants (reversed) On the clique level, participants rated whether the clique was fully interethnic, i.e., comprised solely of native Germans/Israelis, whether the clique was mixed (immigrants and nonimmigrants), or whether it was fully intraethnic.",Clique consists mainly of immigrants (reversed)
1993,Coder 2,1,cq,"Participants were asked to rate on a 5-point scale (endpoints: never/very often) the quantity of contact with Singaporeans and fellow co-nationals in 13 different areas. These included various recreational and religious activities, sports, and discussions of political or academic issues.",Contact quantity
1993,Coder 2,1,pc,"The quality of contact was assessed by asking participants to rate on a 5-point scale (endpoints: not at all/very), how satis®ed they were with their relationships with both parties. A high score on either dimension (quantity or quality) indicates more contact or a better relationship with the host or co-nationals.",Contact quality / Positive contact
1993,Coder 2,1,in,"Participants were asked to rate on a 5-point scale (endpoints: never/very often) the quantity of contact with Singaporeans and fellow co-nationals in 13 different areas. These included various recreational and religious activities, sports, and discussions of political or academic issues.",Ingroup contact
1993,Coder 2,1,pd,This instrument was modi®ed from Hocoy's (1994) perceived racism scale and consists of 18 statements that tap perceived discrimination at the individual level. Examples include ``I sometimes feel discriminated against because I am from the PRC'' and ``Singaporeans often make me feel inferior''. Participants indicate their agreement with each statement on a 7-point Likert scale,Personal discrimination
1993,Coder 2,1,gi,"""co-national identification"" appears in the correlation matrix but I can't find it in the measures subsection",Group identificaiton
1993,Coder 2,1,in,"The quality of contact was assessed by asking participants to rate on a 5-point scale (endpoints: not at all/very), how satis®ed they were with their relationships with both parties. A high score on either dimension (quantity or quality) indicates more contact or a better relationship with the host or co-nationals.",Quality of Ingroup contact
2001,Coder 1,1,oc,"Our primary explanatory variable was percent of households with persons who are African American (hereafter “percent black”). The selection of additional neighborhoodlevel census variables for consideration was guided by previous research on health-related outcomes and/or perceived discrimination (Diez Roux 2001; Robert and Reither 2004; Williams, Neighbors, and Jackson 2003), as well as by associations observed between these variables and neighborhood composition (Table 1). ...  Women were divided into equally spaced categories based on their neighborhood’s racial composition (percent black): <20, 20–39, 40–59, 60–79, and ≥80.18",Opportunity for contact
2001,Coder 1,1,pd,"Three questions asked about lifetime experience of being “treated unfairly due to your race” in three settings: on the job, in housing, and by the police. Response options were: yes or no.",Personal discrimination
2023,Coder 1,1,cf,"Friendship measurements. To assess cross-ethnic friendship quantity, students were asked to think about their friends that they hang out with regularly. The first question involved two open-ended items that assessed participants’ approximate number of friends from the same and different ethnic groups (“How many friends do you have from your own ethnic group?’ and “How many friends do you have from a different ethnic group?”). A composite variable of cross-ethnic friendship quantity was obtained by computing the ratio of  cross-ethnic friendship numbers to the total number of friendships.   Cross-ethnic friendship quality was assessed as a second friendship measure. Research suggest from childhood into adolescence, individuals increasingly spend more time with friends within their peer group and form close friendships (Berndt, 1998; Eccles et al.,  2006) and psychological closeness is a key feature of peer friendship and acceptance (Parker & Asher, 1993). Cross-ethnic friendship quality was therefore assessed by a second question where the participants were asked to think about their three best cross-ethnic friends. For each friend, students were asked to rate the frequency of interaction (“How much do you interact with this friend?”) ranging from 1 (not very frequently) to 5 (very frequently) and closeness (“How close do you feel to this friend?”) ranging from 1 (not very close) to 5 (extremely close). A composite variable of friendship quality was then computed by combining the mean interaction and closeness for three best cross-ethnic friends (See Appendix B).",Cross-group friendship
2023,Coder 1,1,pd,"Perceived ethnic discrimination. PED was measured by an eight-item scale which assessed how often children perceived each ethnic discrimination experience (MADIC, 1991, 1998, see Wong et al., 2003). Some of the items were: “How often do you feel that teachers call on you less often than they call other kids because of your race or ethnicity?” and “How often do you feel like you are not picked up for certain teams or other school activities because of your race or ethnicity?”. The response scale ranged from 1 (never) to 5 (all the time). The reliability of the scale was high with Cronbach’s alpha coefficient of .90.",Personal discrimination
2023,Coder 1,2,cf,"Friendship measurements. To assess cross-ethnic friendship quantity, students were asked to think about their friends that they hang out with regularly. The first question involved two open-ended items that assessed participants’ approximate number of friends from the same and different ethnic groups (“How many friends do you have from your own ethnic group?’ and “How many friends do you have from a different ethnic group?”). A composite variable of cross-ethnic friendship quantity was obtained by computing the ratio of cross-ethnic friendship numbers to the total number of friendships.   Cross-ethnic friendship quality was assessed as a second friendship measure. Research suggest from childhood into adolescence, individuals increasingly spend more time with friends within their peer group and form close friendships (Berndt, 1998; Eccles et al., 2006) and psychological closeness is a key feature of peer friendship and acceptance (Parker & Asher, 1993). Cross-ethnic friendship quality was therefore assessed by a second question where the participants were asked to think about their three best cross-ethnic friends. For each friend, students were asked to rate the frequency of interaction (“How much do you  interact with this friend?”) ranging from 1 (not very frequently) to 5 (very frequently) and closeness (“How close do you feel to this friend?”) ranging from 1 (not very close) to 5 (extremely close). A composite variable of friendship quality was then computed by combining the mean interaction and closeness for three best cross-ethnic friends (See Appendix B).",Cross-group friendship
2023,Coder 1,2,pd,"Perceived ethnic discrimination. PED was measured by an eight-item scale which assessed how often children perceived each ethnic discrimination experience (MADIC, 1991, 1998, see Wong et al., 2003). Some of the items were: “How often do you feel that teachers call on you less often than they call other kids because of your race or ethnicity?” and “How often do you feel like you are not picked up for certain teams or other school activities because of your race or ethnicity?”. The response scale ranged from 1 (never) to 5 (all the time). The reliability of the scale was high with Cronbach’s alpha coefficient of .90.",Personal discrimination
2033,Coder 1,1,ic,"Next, participants in all conditions except the no-interaction condition were invited to participate in an ostensibly unrelated study on “Friendship Formation” run by a different research assistant (Experimenter 2), in a labouratory down the hall. ... Following the fast friends exercise, participants were seated at separate tables and began completing a questionnaire containing a variety of filler items. At this point, Experimenter 1 (the research assistant from the “first” study) arrived and indicated to Experimenter 2 that he had forgotten to administer one of his questionnaires and asked if he could administer it to the participants now. This “forgotten” questionnaire contained the measures of willingness to engage in collective action and perceptions of injustice. Upon receiving her questionnaire from Experimenter 1, the confederate made one of four comments loud enough for the participant to hear. The content of these comments introduced the experimental manipulation of supportiveness. ... Ambiguous. “Oh, right, the immigration article.”",Intergroup contact (other)
2033,Coder 1,1,ld,"Perceptions of injustice was measured using a 4-item scale we designed for use with this population, e.g., “I think that it is unfair that first generation Canadians face discriminatory policies.” A principal axis factor analysis indicated that three of the items loaded on a single component with factor loadings ranging from .75 to .82 (.82). We retained these three items in the final scale used for analysis.",(Il-)legitimacy of discrimination
2033,Coder 1,1,ca,"Willingness to engage in collective action was measured using a 9-item scale, e.g., “I am willing to do something together with fellow students to fight policies that discriminate against first-generation Canadians.” A principal axis factor analysis indicated that all items loaded on a single component with factor loadings ranging from .54 to .91 (.91). The behavioural measure of collective action involved participants completing an order form on which they could request two, four, six, eight, or 10 buttons. Participants selecting none of these options were given a score of “0.” This variable was moderately positively skewed (1.3), with 23.9% choosing 0, 37.3% choosing two (the mode) and 37.3% requesting three or more buttons.",Collective action
2075,Coder 1,1,pc,"The second piece of the experimental manipulation was introduced during the “getting to know each other” period. In the three contact conditions (legitimacy, illegitimacy, and ambiguity), the confederate indicated that she was from UBC and explained that she was participating in the experiment because she had to take some of her psychology courses at SFU because they fill so quickly at UBC and she could not get in. She added that everybody wants to take courses at UBC, because UBC is perceived to be the “better” school. In the ambiguity condition, the confederate did not say anymore about UBC or SFU. In the legitimacy condition, she added, but to be honest I think it is true that a lot of things, like the faculty at UBC are better than at SFU, and UBC probably deserves its higher status. So, I think it’s fair that UBC has some advantages compared to SFU. In the illegitimacy condition, she added, and to be honest I do not think it is true that a lot of things, like the faculty at UBC are better than at SFU, and UBC does not deserves its higher status. So, I think it’s unfair that UBC has some advantages compared to SFU. In the control condition, the confederate was wearing the SFU T-shirt and explained that she was a 2nd year SFU student, but could not get into one of her required courses, so she thought she would try psychology. She also commented about courses filling really quick at SFU and how she had to be flexible.",Contact quality / Positive contact
2075,Coder 1,1,ca,"Collective action intentions was measured at the end of the experiment. Participants indicated how likely they were to take seven actions in response to SFU being disadvantaged compared with UBC (“I would be willing to participate in a rally encouraging UBC to share some of the money that actually belongs to SFU”; see Appendix C). Factor analysis supported a one-factor solution (α = .84). Actual collective action: Taking flyers. On a scale from 10 to 100, participants indicated how many flyers about SFU being disadvantaged compared with UBC they wanted to take (see Appendix D). Those who did not want any received a score of zero.",Collective action
2075,Coder 1,1,oa,"Attitudes toward UBC students were measured at the end of the experiment with a single-item feeling thermometer (e.g., Esses, Haddock, & Zanna, 1993). Participants were asked, “In general, how do you feel toward UBC students?” (0 = very cold, 100 = very warm).",Outgroup attitudes
2257,Coder 2,1,ic,"Intergroup contact was measured by two items that assessed the frequency of contact (“How frequently do you interact with your non‐disabled friends?”) and the amount of self‐disclosure with nondisabled people (“How much do you self‐disclose to your non‐disabled friends?”), as time spent and self‐disclosure have been shown as two important indicators of intergroup contact and cross‐group friendships (Davies, Tropp, Aron, Pettigrew, & Wright, 2011). The response scale ranged from 1 (never) to 5 (all the time). The two items formed a reliable scale (r = 0.55, p < 0.001)",Intergroup contact (other)
2257,Coder 2,1,pi,"PD was assessed with two items adapted from Tropp, Hawi, van Laar, and Levin (2012) and measured both personal and group‐level discrimination generally experienced in life (“To what extent do you think you are personally discriminated because of your disability identity?” and “To what extent do you think disabled group members are discriminated because of their disability identity?”)",Perceived injustice (other)
2257,Coder 2,1,gi,"This was measured by adapting a four‐item scale previously used to assess national group identification (Verkuyten, 2007; e.g., “I identify with my disability group” and “I feel connected to my disability group”). The response scale ranged from 1 (strongly disagree) to 5 (strongly agree). The reliability of the scale was satisfactory (Cronbach's α = 0.82).",Group identificaiton
2295,Coder 1,1,cq,"Diverse ofﬂine contact. To determine the extent of intergroup contact face-to-face, students reported the percentage of time they spent talking to people of different ethnic groups ofﬂine by selecting one of the following six categories: None, 1–20%, 21–40%, 41–60%, 61– 80%, and 81–100%.",Contact quantity
2295,Coder 1,1,pd,"Online racial discrimination. The individual and vicarious subscales of the Online Victimization Scale (Tynes et al., 2010) were used to assess online racial discrimination. The individual subscale assessed experiences directed at the respondent. This subscale consisted of three items, including “People have threatened me online with violence because of my race or ethnic group.”",Personal discrimination
2309,Coder 2,1,pc,"Participants completed 69 items assessing the frequency and intensity of a wide range of interactions with White Americans (see Hayward et al., 2017). Positive contact examples include pleasant, comfortable, friendly, welcoming, and intimate interactions, and becoming friends with a White American person. Negative examples include uncomfortable, awkward, unfriendly, cold, discriminatory, tense, and abusive interactions, and being threatened or rejected by a White American person. For each form of contact, participants were asked whether they had experienced this kind of interaction with Whites at least once before (0 = no, 1 = yes). If the participant responded yes, two follow-up questions assessed (a) how frequently they had experienced this kind of interaction with Whites in the past (1 = extremely rarely, 7 = extremely frequently), and (b) how intensely positive or negative, on average, they found these kinds of interactions with Whites to be (for all 37 positive contact items: 1 = not at all positive, 7 = extremely positive; for all 32 negative items: 1 = not at all negative, 7 = extremely negative). Mean frequency and mean intensity scores were created for each participant, based only on those types of interactions that they reported experiencing at least once. This procedure helps to account for the fact that some people may experience only a few types of interactions but experience them very frequently.  Mean scores were calculated separately for the positive and negative contact items; participants who reported experiencing no contact at all were given a mean frequency score of 0 (to indicate never). Combined frequency x intensity scoreswere then created as per Voci and Hewstone (2003), such that the range of participants’ positive contact scores and negative contact scores ranged from 0 to 49. The full contact measure and further information about how the scales were created are provided in Appendix S1. The vast majority of positive contact items were rated as highly positive (with mean positivity scores above 6 on a 7-point scale), with an overall mean of 6.04. The negative contact items were somewhat more variable in their intensity, yet all negative contact means except for one (competitive interaction)were above the mid-point for negativity, with an overall mean of 5.04. In line with previous research (Barlow et al., 2012; Graf et al., 2014), positive contact (M = 4.72) was, on average, more frequent than negative contact (M = 2.63)",Contact quality / Positive contact
2309,Coder 2,1,nc,see PC description,Negative contact
2309,Coder 2,1,gd,"Perceived discrimination against one’s group was assessed with two items, adapted for respondents from each group: ‘[Black/Hispanic] Americans often experience discrimination on the basis of their race’ (Dixon et al., 2010) and ‘[Black/Hispanic] Americans are more likely than other racial groups to be discriminated against because of their ethnicity’. Responses to these items were scored on a response scale ranging from 1 = strongly disagree to 7 = strongly agree. Scores on these itemswere highly correlated among both Black (r = .58, p < .001) and Hispanic (r = .53, p < .001) respondents and were thus averaged",Group discrimination
2309,Coder 2,1,ca,"Using items inspired by Van Zomeren, Postmes, Spears, and Bettache (2011), participants indicated: (1) whether they had engaged in nine collective action behaviours in the past, and (2) how willing they would be to engage in the same nine collective action behaviours in the future, adapted for respondents from each group. Example items include: ‘I [have joined/would be willing to join] a group aimed at raising awareness of [Black/Hispanic] American rights’, and ‘I [have protested/would be willing to protest] against racism toward [Black/Hispanic] Americans’. Self-reported collective action behaviour had a Yes/No response format, and a sum score was calculated from the nine items (Kuder-Richardson 20 = .86 for Black Americans, .89 for Hispanic Americans; Kuder & Richardson, 1937). Collective action intentions had a response scale from 1 = not willing at all to 7 = extremely willing, and a mean score was calculated (a = .95 for each group). For the intentions items, we conducted an exploratory factor analysis using principal axis factoring (PAF) extraction and oblique (oblimin) rotation to determine whether they loaded onto only one factor. A single factor emerged for the collective action intentions items as determined by scree plot and by eigenvalues greater than 1. All factor loadings were greater than .50. For the behaviour items, we conducted a categorical principal components analysis (CATPCA), which revealed one dimension with an eigenvalue greater than 1. All component loadings were greater than .50.",Collective action
2309,Coder 2,1,ca,see CA description,Collective Action Behaviours
2309,Coder 2,1,o2,"Intergroup anger Participants completed four items adapted from Mackie et al. (2000) measuring the extent to which White Americans make them feel (1) angry, (2) irate, (3) incensed, and (4) furious, on a response scale from 1 = not at all to 7 = extremely (a = .97 for each group).",Intergroup Anger
2309,Coder 2,2,pc,same as sample 1,Contact quality / Positive contact
2309,Coder 2,2,nc,same as sample 1,Negative contact
2309,Coder 2,2,gd,same as sample 1,Group discrimination
2309,Coder 2,2,ca,same as sample 1,Collective action
2309,Coder 2,2,ca,same as sample 1,Collective Action Behaviours
2309,Coder 2,2,o2,same as sample 1,Intergroup anger
2333,Coder 1,1,oc,"The present study synthesized both of these efforts, employing a dichotomous  variable that separated students based on their pre-college racial environment. As  described earlier, just over half of the students in the final sample came from pre-college  racial environments that were predominantly white (PWEs) while the remaining came  from pre-college environments that were predominantly minority (PMEs). Students’  responses to questions about the racial composition of their high schools and  neighborhoods were used to categorize them into one group or the other, These two  measures had a highly significant positive inter-correlation (r=.61, pc.001) and they  represented consistent racial contexts for students, making them an ideal pair of measures to pool together. The peer group racial composition measure was not used in creating  these subgroups, as it was employed as a control measure in the regression models  instead. The response scale for these racial composition variables ranged from “all or  mostly white” to “all or mostly students of color” (i.e., students of color were defined as  African American, Asian American, Native American, or Latino). Students who responded that both their high school and neighborhood where they  grew up were all or mostly all white were assigned to the predominantly white (PWEs)  group. Conversely, students who responded that both their high school and neighborhood  were all or mostly all students of color were assigned to the predominantly minority  (PMEs) group. All other students were placed in this latter group (PMEs) as well since at  least one of their responses placed them in a predominantly minority environment. This  also allowed for similar sample sizes for each group.",Opportunity for contact
2333,Coder 1,1,pi,"The racial discrimination measure is an attitudinal survey item that polled  students’ views on whether Racial Discrimination was no longer a Major Problem in the US. Ranging from strongly disagree (1) to strongly agree (4), this item was asked at both  college entry and at the end of the second college year, allowing for an examination of changes in students’ views over the first two years of college.",Perceived injustice (other)
2341,Coder 1,1,pc,"At T2, a ﬁve-item scale was used to tap the pleasantness of respondents’ contact experiences with colleagues/students, neighbours, close friends, employers/teachers, and authorities belonging to the national majority group. The respondents evaluated their contact experiences on a ﬁve-point scale ranging from 1=very unpleasant to 5=very pleasant",Contact quality / Positive contact
2341,Coder 1,1,gd,"Anticipated/perceived discrimination Two pre-existing measures of perceived discrimination (Schmitt, Spears, & Branscombe, 2003; Jasinskaja-Lahti et al., 2009) were adapted for use in the pre-migration stage and used to capture perceived discrimination in the post-migration stage. Response options ofallfouritems(‘Finnswillhave/haveapositiveattitudetowardsmyethnicbackground’, ‘I will be/have been treated fairly in Finland’, ‘I will experience/have experienced discrimination in Finland’, ‘My ethnic background will be/has been appreciated in Finland’) ranged from 1 = strongly disagree to 5 = strongly agree, with higher scores denoting higher levels of anticipated/perceived discrimination (positive items were reversed).",Group discrimination
2341,Coder 1,1,oa,"Out-group attitudes Attitudes towards the Finnish majority were measured with the feeling thermometer, which has been previously used to study the out-group attitudes of both ethnic majority andminoritymembers(e.g.,Verkuyten&Reijerse,2008).Theinstructionwasasfollows: ‘If feelings could be described with a thermometer with a scale from 0 to 100, how wouldyou describe yourownfeelingstowards theFinnishhostnationals?’ Zerodenoted extremely negative feelings, and 100 extremely positive feelings. The same measure was used to assess the out-group attitudes at T1 and T2.",Outgroup attitudes
