id,sample,var,variable,name,text,ic_direct,ic_quality,pi_personal,pi_specific
2375,1,ic,cf,Cross-group friendship,"Respondents’ level of positive contact with Anglo- Whites was operationalized as friendship contact, which is regarded as one of the most potent forms of intergroup contact (Pettigrew & Tropp, 2006). Respondents completed three items, indicating how many of their closest friends were Anglo- Whites (1 = none, 2 = one, 3 = two, 4 = three, 5 = four, 6 = five, 7 = six to ten, 8 = more than ten), how often they visited their Anglo friends in their home, and how often their Anglo friends visited them in their home (1 = never, 2 = rarely, 3 = sometimes, 4 = often, 5 = very often). The items were standardized and averaged to yield an index of friendship contact (α = .88).",Directly,Yes,NA,NA
2375,1,pi,gd,Group discrimination,"The extent to which respondents perceived Latinos to be disadvantaged was measured with a single item (“To what extent do you think that Latinos are disadvantaged in U.S. society?” 1 = not at all, 5 = very much)",NA,NA,Group,General
2380,1,ic,cf,Cross-group friendship,"How many close friends do you have who are from general castes? (1 = none, 5 = more than ten) How often do you spend time with friends from general castes? (1 = never, 5 = very often)",Directly,Yes,NA,NA
2380,1,ic,cq,Contact quantity,"How often, in your everyday life, do you meet people from general castes? (1 = never, 5 = very often)",Directly,No,NA,NA
2380,1,ic,pc,Contact quality / Positive contact,"On average, how often do you have positive/good contact with people from general castes? (1 = never, 5 = very often)",Directly,Yes,NA,NA
2380,1,pi,gd,Group discrimination,"On average, how easy or hard is it for people from the following groups to succeed in India today? (1 = very hard, 7 = very easy) Scheduled Caste, Scheduled Tribe (reverse coded)",NA,NA,Group,General
2380,2,ic,cf,Cross-group friendship,"How many close friends do you have who are from general castes? (1 = none, 5 = more than ten) How often do you spend time with friends from general castes? (1 = never, 5 = very often)",Directly,Yes,NA,NA
2380,2,ic,cq,Contact quantity,"How often, in your everyday life, do you meet people from general castes? (1 = never, 5 = very often)",Directly,No,NA,NA
2380,2,ic,pc,Contact quality / Positive contact,"On average, how often do you have positive/good contact with people from general castes? (1 = never, 5 = very often)",Directly,Yes,NA,NA
2380,2,pi,gd,Group discrimination,"On average, how easy or hard is it for people from the following groups to succeed in India today? (1 = very hard, 7 = very easy) Other Backward Class (reverse coded)",NA,NA,Group,General
2381,1,ic,cf,Cross-group friendship,“Roughly how many hours (if any) have you spent with friends from each of the following groups in the last week?”,Directly,Yes,NA,NA
2381,1,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD contact with NZ Europeans?,Directly,Yes,NA,NA
2381,1,pi,gd,Group discrimination,Do you think people from your ethnic group are discriminated against in NZ?,NA,NA,Group,General
2381,1,pi,pd,Personal discrimination,Feel that I am often discriminated against because of my ethnicity.,NA,NA,Personal,General
2381,1,pi,pi,Perceived injustice (other),"Everyone in New Zealand has a fair shot at wealth and happiness, regardless of their ethnicity or race. / In general, relations between different ethnic groups in New Zealand are fair.",NA,NA,Group,General
2381,1,pi,rd,Relative deprivation,Do you think people from your ethnic group are discriminated against in NZ? / I’m frustrated by what my ethnic group earns relative to other groups in NZ.,NA,NA,Group,General
2381,2,ic,cf,Cross-group friendship,“Roughly how many hours (if any) have you spent with friends from each of the following groups in the last week?”,Directly,Yes,NA,NA
2381,2,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD contact with NZ Europeans?,Directly,Yes,NA,NA
2381,2,pi,gd,Group discrimination,Do you think people from your ethnic group are discriminated against in NZ?,NA,NA,Group,General
2381,2,pi,pd,Personal discrimination,Feel that I am often discriminated against because of my ethnicity.,NA,NA,Personal,General
2381,2,pi,pi,Perceived injustice (other),I’m frustrated by what my ethnic group earns relative to other groups in NZ.,NA,NA,Group,General
2381,2,pi,rd,Relative deprivation,People from my ethnic group generally earn less than other groups in NZ.,NA,NA,Group,General
2381,3,ic,cf,Cross-group friendship,“Roughly how many hours (if any) have you spent with friends from each of the following groups in the last week?”,Directly,Yes,NA,NA
2381,3,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD contact with NZ Europeans?,Directly,Yes,NA,NA
2381,3,pi,gd,Group discrimination,Do you think people from your ethnic group are discriminated against in NZ?,NA,NA,Group,General
2381,3,pi,pd,Personal discrimination,Feel that I am often discriminated against because of my ethnicity.,NA,NA,Personal,General
2381,3,pi,pi,Perceived injustice (other),I’m frustrated by what my ethnic group earns relative to other groups in NZ.,NA,NA,Group,General
2381,3,pi,rd,Relative deprivation,People from my ethnic group generally earn less than other groups in NZ.,NA,NA,Group,General
2382,1,ic,cf,Cross-group friendship,"How many of your close friends are White? (0 = 0, 11 = more than 10 (please specify))",Directly,Yes,NA,NA
2382,1,ic,pc,Contact quality / Positive contact,"In general, how often do you have positive contact with White people? (1 = never, 6 = every day)",Directly,Yes,NA,NA
2382,1,pi,gd,Group discrimination,"There is a lot of discrimination or unfair treatment towards Asian people in Britain today. (1 = disagree strongly, 5 = agree strongly)",NA,NA,Group,General
2382,1,pi,pd,Personal discrimination,"In the last five years, how often, if at all, have you personally been discriminated against or treated unfairly because you are Asian? (1 = never, 5 = all the time)",NA,NA,Personal,General
2383,1,ic,cf,Cross-group friendship,"Thinking now about all of your friends. How many of them have a… White or White British background? (1 = none or a very few, 5 = almost all or all)",Directly,Yes,NA,NA
2383,1,ic,pc,Contact quality / Positive contact,"How often do you have positive / good contact with… White or White British People? (1 = never, 5 = every day)",Directly,Yes,NA,NA
2383,1,pi,gd,Group discrimination,"Do you agree or disagree with this statement: “In our society today, there is a lot of discrimination or unfair treatment against…” [Asian or Asian British background?/Black or Black British background?/Mixed or Mixed British background?] (1 = strongly disagree, 5 = strongly agree)",NA,NA,Group,General
2383,1,pi,pd,Personal discrimination,"How often, if at all, have you personally been discriminated against or treated unfairly because of your…Ethnic Background (1 = never, 5 = very often)",NA,NA,Personal,General
2383,2,ic,cf,Cross-group friendship,"Thinking now about all of your friends. How many of them have a… White or White British background? (1 = none or a very few, 5 = almost all or all)",Directly,Yes,NA,NA
2383,2,ic,pc,Contact quality / Positive contact,"How often do you have positive / good contact with… White or White British People? (1 = never, 5 = every day)",Directly,Yes,NA,NA
2383,2,pi,gd,Group discrimination,"Do you agree or disagree with this statement: “In our society today, there is a lot of discrimination or unfair treatment against…” [Asian or Asian British background?/Black or Black British background?/Mixed or Mixed British background?] (1 = strongly disagree, 5 = strongly agree)",NA,NA,Group,General
2383,2,pi,pd,Personal discrimination,"How often, if at all, have you personally been discriminated against or treated unfairly because of your…Ethnic Background (1 = never, 5 = very often)",NA,NA,Personal,General
2383,3,ic,cf,Cross-group friendship,"Thinking now about all of your friends. How many of them have a… White or White British background? (1 = none or a very few, 5 = almost all or all)",Directly,Yes,NA,NA
2383,3,ic,pc,Contact quality / Positive contact,"How often do you have positive / good contact with… White or White British People? (1 = never, 5 = every day)",Directly,Yes,NA,NA
2383,3,pi,gd,Group discrimination,"Do you agree or disagree with this statement: “In our society today, there is a lot of discrimination or unfair treatment against…” [Asian or Asian British background?/Black or Black British background?/Mixed or Mixed British background?] (1 = strongly disagree, 5 = strongly agree)",NA,NA,Group,General
2383,3,pi,pd,Personal discrimination,"How often, if at all, have you personally been discriminated against or treated unfairly because of your…Ethnic Background (1 = never, 5 = very often)",NA,NA,Personal,General
2385,1,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD interactions with Hindus?,Directly,Yes,NA,NA
2385,1,pi,rd,Relative deprivation,"In general, across the country, people from my religious group are much poorer than people from other religious groups",NA,NA,Group,General
2385,2,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD interactions with Hindus?,Directly,Yes,NA,NA
2385,2,pi,rd,Relative deprivation,"In general, across the country, people from my religious group are much poorer than people from other religious groups",NA,NA,Group,General
2385,3,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD interactions with Hindus?,Directly,Yes,NA,NA
2385,3,pi,rd,Relative deprivation,"In general, across the country, people from my religious group are much poorer than people from other religious groups",NA,NA,Group,General
2385,4,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD interactions with Hindus?,Directly,Yes,NA,NA
2385,4,pi,rd,Relative deprivation,"In general, across the country, people from my religious group are much poorer than people from other religious groups",NA,NA,Group,General
2391,1,ic,pc,Contact quality / Positive contact,"Participants rated how often in the last few weeks they have experienced positive contacts with Italian people (3 items: positive, friendly, polite). All items were rated on 5-point scale (1=never; 5=a lot).",Directly,Yes,NA,NA
2391,1,pi,pd,Personal discrimination,"Participants rated the extent to which they experienced discrimination towards themselves (3 items). Items were rated on 5-point scale (1=strongly disagree, 5= strongly agree). Items were adapted from Yzerbit et al., 2006.",NA,NA,Personal,General
2391,1,pi,gd,Group discrimination,"Participants rated the extent to which they experience discrimination towards their group (4 items). Items were rated on 5-point scale (1=strongly disagree, 5= strongly agree). Items were adapted from Yzerbit et al., 2006.",NA,NA,Group,General
2392,1,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD interactions with people that are Upper Caste?,Directly,Yes,NA,NA
2392,1,pi,rd,Relative deprivation,People from my caste are much worse off in India than people from other castes. I feel it is unfair how people from my caste are treated compared to people from other castes.,NA,NA,Group,General
2392,2,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD interactions with people that are Upper Caste?,Directly,Yes,NA,NA
2392,2,pi,rd,Relative deprivation,People from my caste are much worse off in India than people from other castes. I feel it is unfair how people from my caste are treated compared to people from other castes.,NA,NA,Group,General
2392,3,ic,pc,Contact quality / Positive contact,How frequently do you have POSITIVE/GOOD interactions with people that are Upper Caste?,Directly,Yes,NA,NA
2392,3,pi,rd,Relative deprivation,People from my caste are much worse off in India than people from other castes. I feel it is unfair how people from my caste are treated compared to people from other castes.,NA,NA,Group,General
2394,1,ic,pc,Contact quality / Positive contact,"We assessed how often respondents had positive and negative experiences with Black/African Americans and White/ European Americans (Reimer et al., 2017; Stephan et al., 2002). Specifically, positive contact (αBlack = .94, αWhite = .95) was measured using five items: the degree to which participants felt supported, helped, complimented, befriended, and welcome in the intergroup interaction. ... The items were averaged, and higher scores indicate stronger perceptions of positive or negative contact.",Directly,Yes,NA,NA
2394,1,pi,ld,(Il-)legitimacy of discrimination,"Structural awareness. Structural awareness was measured using seven items (α = .75) adapted by Tran and Curtin (2017) from the original scale by Gurin, Miller, and Gurin (1980). Participants rated their agreement with positions that reflect awareness of structural inequality, for example: “If ethnic minorities don’t go to college, it is because the schools don’t prepare them well.”",NA,NA,Group,General
2394,2,ic,pc,Contact quality / Positive contact,"Intergroup contact. We used all items from Study 1 except “complimented” for positive contact (αAsian = .90, αWhite = .95) and “felt intimidated” for negative contact (αAsian = .89, αWhite = .95).",Directly,Yes,NA,NA
2394,2,pi,ld,(Il-)legitimacy of discrimination,"Structural awareness. We modified the items from Study 1 by changing the general term “ethnic minorities” to specify the ingroup (e.g., “If African Americans don’t go to college, it is because the schools don’t prepare them well.”). We made this change to examine if structural awareness that focused exclusively on the ingroup inequalities would also impact intra-minority ally activism (see for example, Gurin, Miller, & Gurin, 1980). The reverse coded items had poor reliability with the non-reverse coded items (α = .56) so we removed the reverse-coded items which improved the scale reliability (α = .71).",NA,NA,Group,General
2395,1,ic,cf,Cross-group friendship,"How many White/Turkish friends do you have? / 1=None, 2=1-2, 3=3-5, 4=6-10, 5=11-20, 6=21-30, 7=31 and above",Directly,Yes,NA,NA
2395,1,ic,cq,Contact quantity,"How often do you interact with White/Turkish people? 1=Never, 7=Always",Directly,No,NA,NA
2395,1,ic,pc,Contact quality / Positive contact,"How frequently do you form positive contact with White/Turkish people? 1=Never, 7=Always",Directly,Yes,NA,NA
2395,1,pi,gd,Group discrimination,To what extent do you think your ethnic group perceive discrimination by other ethnic group members in the UK/Turkey? 1-7,NA,NA,Group,General
2395,1,pi,pd,Personal discrimination,To what extent are you personally discriminated because of your ethnic background in the UK/Turkey? 1-7,NA,NA,Personal,General
2395,1,pi,rd,Relative deprivation,"To what extent do you think your ethnic group is economically advantaged  compared to Whites/Turks?  / To what extent do you think your ethnic group is disadvantaged  compared to Whites/Turks in terms of social rights?  / 1 = Very disadvantaged, 7= Very advantaged",NA,NA,Group,General
2395,2,ic,cf,Cross-group friendship,"How many White/Turkish friends do you have? / 1=None, 2=1-2, 3=3-5, 4=6-10, 5=11-20, 6=21-30, 7=31 and above",Directly,Yes,NA,NA
2395,2,ic,cq,Contact quantity,"How often do you interact with White/Turkish people? 1=Never, 7=Always",Directly,No,NA,NA
2395,2,ic,pc,Contact quality / Positive contact,"How frequently do you form positive contact with White/Turkish people? 1=Never, 7=Always",Directly,Yes,NA,NA
2395,2,pi,gd,Group discrimination,To what extent do you think your ethnic group perceive discrimination by other ethnic group members in the UK/Turkey? 1-7,NA,NA,Group,General
2395,2,pi,pd,Personal discrimination,To what extent are you personally discriminated because of your ethnic background in the UK/Turkey? 1-7,NA,NA,Personal,General
2395,2,pi,rd,Relative deprivation,"To what extent do you think your ethnic group is economically advantaged  compared to Whites/Turks?  / To what extent do you think your ethnic group is disadvantaged  compared to Whites/Turks in terms of social rights?  / 1 = Very disadvantaged, 7= Very advantaged",NA,NA,Group,General
2396,1,ic,cf,Cross-group friendship,"how many close friends do you have from the following groups? / 1=None, 2= 1, 3=2, 4=3-4, 5=5-6, 6=7-8, 7=9 or more",Directly,Yes,NA,NA
2396,1,pi,pd,Personal discrimination,"Have you ever experienced being discriminated against because of your LGBTI identity: that people excluded you or treat you / unfairly in school/at work/on the street/in shops/in your neighborhood/among your family? / 1=never, 7=all the time",NA,NA,Personal,Specific
2396,2,ic,cf,Cross-group friendship,"how many close friends do you have from the following groups? / 1=None, 2= 1, 3=2, 4=3-4, 5=5-6, 6=7-8, 7=9 or more",Directly,Yes,NA,NA
2396,2,pi,pd,Personal discrimination,"Have you ever experienced being discriminated against because of your LGBTI identity: that people excluded you or treat you / unfairly in school/at work/on the street/in shops/in your neighborhood/among your family? / 1=never, 7=all the time",NA,NA,Personal,Specific
2396,3,ic,cf,Cross-group friendship,"how many close friends do you have from the following groups? / 1=None, 2= 1, 3=2, 4=3-4, 5=5-6, 6=7-8, 7=9 or more",Directly,Yes,NA,NA
2396,3,pi,pd,Personal discrimination,"Have you ever experienced being discriminated against because of your LGBTI identity: that people excluded you or treat you / unfairly in school/at work/on the street/in shops/in your neighborhood/among your family? / 1=never, 7=all the time",NA,NA,Personal,Specific
2397,1,ic,pc,Contact quality / Positive contact,"Now we would like to ask you some more questions about the frequency of different types of interactions with white people? 1. How often have you interacted in a friendly way with white people?  2. How often have you experienced helpful interactions with white people? 3. How often have you been made to feel welcome by white people? 4. How often have you had positive conversations with white people? 5. How often have you cooperated well with white people? (1 = never, 7 = very often)  /",Directly,Yes,NA,NA
2397,1,pi,rd,Relative deprivation,"I am now going to show you some statements that people have made.  For each one I’d like you to say how much you agree or disagree with the statement.  Again, there are no right or wrong answers, it is your opinion that we are interested in. 1. White people have more political power in Britain than they should. 2. White people have more economic power in Britain than they should. 3. White people get preferential access to better jobs in Britain than they should. 4. White people are more responsible for the level of crime than black people. 5. The police force provides greater support to white people than it should. (1 = strongly disagree, 5 = strongly agree)",NA,NA,Group,Specific
2398,1,ic,pc,Contact quality / Positive contact,"How often do you have positive contact with White people? (1 = never, 5 = every day)",Directly,Yes,NA,NA
2398,1,pi,gd,Group discrimination,"There is a lot of unfair treatment towards Asian people in Britain today. (1 = strongly disagree, 5 = strongly agree)",NA,NA,Group,General
2399,1,ic,pc,Contact quality / Positive contact,"Positive and negative contact before the intervention were measured with two items per outgroup, each with a five-point response scale (based on Barlow et al., 2012): “In the past year, how often have you had positive/good [negative/bad] experiences with people from the following groups?”(1 = never, 5 = very often; rAsian = −0.03, rBlack = −0.10, rWhite = −0.28).",Directly,Yes,NA,NA
2399,1,pi,gd,Group discrimination,"This outcome was measured with a seven-point response scale (based on Reimer et al.2020): “People face different obstacles and enjoy different advantages in life. On average, how hard or easy do you think it is for people from the following groups to become successful in Britain today?”(1 = very hard,7 = very easy; r12 = 0.54, r23 = 0.50). ... For perceived (dis-)advantage, positive scores showed that participants saw themselves at a disadvantage relative to an outgroup while negative scores showed that participants saw themselves at an advantage relative to an outgroup.",NA,NA,Group,General
2399,2,ic,pc,Contact quality / Positive contact,"Positive and negative contact before the intervention were measured with two items per outgroup, each with a five-point response scale (based on Barlow et al., 2012): “In the past year, how often have you had positive/good [negative/bad] experiences with people from the following groups?”(1 = never, 5 = very often; rAsian = −0.03, rBlack = −0.10, rWhite = −0.28).",Directly,Yes,NA,NA
2399,2,pi,gd,Group discrimination,"This outcome was measured with a seven-point response scale (based on Reimer et al.2020): “People face different obstacles and enjoy different advantages in life. On average, how hard or easy do you think it is for people from the following groups to become successful in Britain today?”(1 = very hard,7 = very easy; r12 = 0.54, r23 = 0.50). ... For perceived (dis-)advantage, positive scores showed that participants saw themselves at a disadvantage relative to an outgroup while negative scores showed that participants saw themselves at an advantage relative to an outgroup.",NA,NA,Group,General
3000,1,ic,cq,Contact quantity,"Contact with local students Students’ extent of contact with local students was measured using an eight-item Quantity of Contact Scale from Tawagi and Mak (2015), who originally adapted items from Ward et al. (2005). This measure comprises 4-point rating scales, where 1 stands for ‘Never’, 2 for ‘Rarely (Once a month)’, 3 for ‘Sometimes (2–4 times a month)’, and 4 for ‘Often (5–15 times a month)’. An example item is ‘Spending time together in the holidays.",Directly,No,NA,NA
3000,1,pi,pi,Perceived injustice (other),"Perceived discrimination / International students’ extent of perceived discrimination was measured by ten items adapted from Sandhu and Asrabadi’s (1994) Acculturative Stress Scale. The measure comprises 5-point rating scales, ranging from 1 (Strongly disagree) to 5 (Strongly agree). An example item is ‘Racial discrimination exists in Hong Kong’. /  / From Sandhu and Asrabadi's (1994) Perceived Discrimination scale: / Many opportunicies are denied to  me.  / I am treated differently in social situations.  / Others are  biased  toward  me.  / I feel that I receive  unequal treatment.  / I  am denied what I deserve.  / I feel  that my people  are discriminated against. / I am treated  differently because of my race.  / I am treated  differently because of my color.",NA,NA,Both,General
3005,1,ic,cq,Contact quantity,"Contact with Norwegians. To measure participants’ positive contact / with native Norwegians we used a 3-item scale (Martiny et al., 2017). / This scale was a combination of quantity and quality of contact (“It is / important for me to have contact with Norwegians”; “I have a lot of / contact with Norwegians,” “I like having contact with Norwegians”; / Cronbach’s alpha = 0.77).",Directly,No,NA,NA
3005,1,pi,pd,Personal discrimination,"Perceived / discrimination was measured with nine items adapted from Noh and / Kaspar (2003; e.g., “Because of my ethnicity I have been insulted or / bullied,” Cronbach’s alpha = 0.92).",NA,NA,Personal,Specific
3051,1,ic,cf,Cross-group friendship,"Consistent with numerous previous studies (see Pettigrew and Tropp, 2011), the independent variable, cross-group friendship, was measured using a single item: “How many of your close friends are Danes?” This item had seven response categories: “all of them; almost all of them”; “over half of them”; “about half of them”; “below half of them”; “almost none of them”; and “none of them” (“don’t know” responses were excluded from the empirical analysis). This measure was treated as an interval-scaled variable and subsequently rescaled to vary from 0 to 1, higher values indicating greater contact intensity.",Directly,Yes,NA,NA
3051,1,pi,gd,Group discrimination,"We utilized a single item to measure our key moderator, perceived group discrimination: “How often do you think that immigrants are discriminated against in / Denmark (for example, in the public debate or the media)?” This item has five response categories: “very often”; “often”; “now and then”; “rarely”; and “never” / (“don’t know” responses were excluded from the analysis). This measure was treated as an interval-scaled variable and rescaled to vary from 0 to 1, higher values indicating greater levels of group discrimination.",NA,NA,Group,General
3051,1,pi,pd,Personal discrimination,"Finally, we included a measure of perceived personal discrimination with the following wording: “Within the last half year, how often have you felt discriminated against in Denmark because of your ethnic background? It may be at your workplace, in the street, or in public transportation”. The response categories were “very often”; “often”; “now and then”; “rarely”; and “never” (refusals and “don’t know” responses were excluded from the analysis). This measure was treated as an interval-scaled variable and rescaled to vary from 0 to 1, higher values indicating greater levels of personal discrimination.",NA,NA,Personal,General
3054,1,ic,cf,Cross-group friendship,"Number of outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How many of your friends are [participants’ outgroup]?  (1 = None of my friends to 7 = All of my friends)  / Frequency of meeting outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How often do you meet your [participants’ outgroup] friends?  (1 = Never to 7 = Daily)",Directly,Yes,NA,NA
3054,1,ic,cq,Contact quantity,"Quantity of contact (adapted from Voci & Hewstone, 2003): 1) How often do you interact with [participants’ outgroup]?  (1 = Never, 2 = Less than once a year, 3 = Yearly, 4 = A few times a year, 5 = Monthly, 6 = Weekly, 7 = Daily) 2) How many [participants’ outgroup] people do you know, at least as acquaintances?  (0 = None, 10 = 10 or more)",Directly,No,NA,NA
3054,1,ic,pc,Contact quality / Positive contact,"Positive contact (adapted from Kelly & Breinlinger, 1995 and Tropp & Brown, 2004): When you interact with [participants’ outgroup], to what extent do you experience the following: 1) The contact is friendly? 2) You cooperate well with each other? 3) You interact as equals?  (1 = Strongly disagree to 7 = Strongly agree)",Directly,Yes,NA,NA
3054,11,ic,cf,Cross-group friendship,"Number of outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How many of your friends are [participants’ outgroup]?  (1 = None of my friends to 7 = All of my friends)  / Frequency of meeting outgroup friends (adapted from Tropp & Pettigrew, 2005): 1) How often do you meet your [participants’ outgroup] friends?  (1 = Never to 7 = Daily)",Directly,Yes,NA,NA
3054,11,ic,cq,Contact quantity,"Quantity of contact (adapted from Voci & Hewstone, 2003): 1) How often do you interact with [participants’ outgroup]?  (1 = Never, 2 = Less than once a year, 3 = Yearly, 4 = A few times a year, 5 = Monthly, 6 = Weekly, 7 = Daily) 2) How many [participants’ outgroup] people do you know, at least as acquaintances?  (0 = None, 10 = 10 or more)",Directly,No,NA,NA
3054,11,ic,pc,Contact quality / Positive contact,"Positive contact (adapted from Kelly & Breinlinger, 1995 and Tropp & Brown, 2004): When you interact with [participants’ outgroup], to what extent do you experience the following: 1) The contact is friendly? 2) You cooperate well with each other? 3) You interact as equals?  (1 = Strongly disagree to 7 = Strongly agree)",Directly,Yes,NA,NA
3060,1,ic,cf,Cross-group friendship,"2.3.5. Black friends / At waves 4–7, respondents were asked, “What proportion of your casual friends is African American?” and “What proportion of your close friends is African American?” The response format for each of the items ranged from 1 (10% or less) to 5 (greater than 80%). Finally, a composite measure of the proportion of black friends was created by averaging the scores for the two items across waves. [Reverse coded for meta-analysis.]",Indirectly,No,NA,NA
3060,1,pi,pd,Personal discrimination,"2.3.3. Racial discrimination / At each wave of data collection (W4-W7), respondents completed 13 items from the Schedule of Racist Events (Landrine & Klonoff, 1996). This instrument has strong psychometric properties and has been used extensively in studies of African Americans (Simons et al., 2018). The items assess the frequency (1=never, 4=several times) with which various discriminatory events (racial slurs, hassled by police, disrespectful sales clerks, false accusations by authority figures) have been experienced in the last year because of being African American. Coefficient alpha for the scale was above 0.75 at every wave and scores were summed across waves to form a cumulative measure of perceived discrimination.",NA,NA,Personal,Specific
3134,1,ic,cf,Cross-group friendship,"Thinking now about all of your friends. How many of them have a Dutch/German/Swedish background? (1 = Almost all or all, 5 = None or very few) [Reverse coded for meta-analysis]",Directly,Yes,NA,NA
3134,1,ic,cq,Contact quantity,"How often do you spend time in your neighborhood with people from a Dutch/German/Swedish background? (1 = Every day, 5 = never) [Reverse coded for meta-analysis]",Directly,No,NA,NA
3134,1,pi,pd,Personal discrimination,"1. How often do you feel discriminated against or treated unfairly in school? 2. How often do you feel discriminated against or treated unfairly in trains, buses, trams or the subway? 3. How often do you feel discriminated against or treated unfairly in shops, stores, cafes, restaurants or nightclubs? 4. How often do you feel discriminated against or treated unfairly by police or security guards? (1 = Always, 4 = Never) [Reverse coded for meta-analysis]",NA,NA,Personal,Specific
3134,2,ic,cf,Cross-group friendship,"Thinking now about all of your friends. How many of them have a Dutch/German/Swedish background? (1 = Almost all or all, 5 = None or very few) [Reverse coded for meta-analysis]",Directly,Yes,NA,NA
3134,2,ic,cq,Contact quantity,"How often do you spend time in your neighborhood with people from a Dutch/German/Swedish background? (1 = Every day, 5 = never) [Reverse coded for meta-analysis]",Directly,No,NA,NA
3134,2,pi,pd,Personal discrimination,"1. How often do you feel discriminated against or treated unfairly in school? 2. How often do you feel discriminated against or treated unfairly in trains, buses, trams or the subway? 3. How often do you feel discriminated against or treated unfairly in shops, stores, cafes, restaurants or nightclubs? 4. How often do you feel discriminated against or treated unfairly by police or security guards? (1 = Always, 4 = Never) [Reverse coded for meta-analysis]",NA,NA,Personal,Specific
3134,3,ic,cf,Cross-group friendship,"Thinking now about all of your friends. How many of them have a Dutch/German/Swedish background? (1 = Almost all or all, 5 = None or very few) [Reverse coded for meta-analysis]",Directly,Yes,NA,NA
3134,3,ic,cq,Contact quantity,"How often do you spend time in your neighborhood with people from a Dutch/German/Swedish background? (1 = Every day, 5 = never) [Reverse coded for meta-analysis]",Directly,No,NA,NA
3134,3,pi,pd,Personal discrimination,"1. How often do you feel discriminated against or treated unfairly in school? 2. How often do you feel discriminated against or treated unfairly in trains, buses, trams or the subway? 3. How often do you feel discriminated against or treated unfairly in shops, stores, cafes, restaurants or nightclubs? 4. How often do you feel discriminated against or treated unfairly by police or security guards? (1 = Always, 4 = Never) [Reverse coded for meta-analysis]",NA,NA,Personal,Specific
3196,1,ic,cq,Contact quantity,"Quantity of contact. Quantity of contact was assessed using five items. Participants were asked to indicate the extent to which they had contact with immigrants/Italians at school, in the neighbourhood, during free time, and in general, and how many immigrants/Italians they spent time with. For the first four items, responses ranged from 1 (none) to 5 (very much); for the latter item, possible responses were: 1 (none), 2 (one or two), 3 (three or four), 4 (five or six), 5 (more than six; α = .88).",Directly,No,NA,NA
3196,1,ic,pc,Contact quality / Positive contact,"Quality of contact. Participants were asked to evaluate their interactions with immigrants/Italians using four bipolar words (e.g., competitive/cooperative, rude/kind) adapted from previous studies (e.g., Capozza, Trifiletti, Vezzali, & Favara, 2013). On a 5-point scale, 1 was assigned to the negative pole, 5 to the positive pole, 3 was the neutral point (neither, nor; α = .83).",Directly,Yes,NA,NA
3196,1,pi,ld,(Il-)legitimacy of discrimination,"Status legitimacy. The perception of legitimacy of status differences was measured with three items (e.g., “Are differences in society between Italians and immigrants legitimate?”) adapted from Saguy, Dovidio, and Pratto (2008; see also Vorauer & Sakamoto, 2008; α = .78). [Reverse coded for meta-analysis.]",NA,NA,Group,General
3201,1,ic,pc,Contact quality / Positive contact,"To assess previous experience of positive intergroup contact, respondents were asked how often, on a scale from 1 (never) to 4 (often), they had experienced three types of relations with Israelis: friendship, and contact in work settings and in the context of medical care. The mean score computed across the three items indicated that contact was rare (see Table 1).",Directly,No,NA,NA
3205,1,ic,pc,Contact quality / Positive contact,"The survey measured contact with four items that / focused on intimate interactions with the majority / (i.e., Romanians) and the minority outgroups (e.g., / “When it comes to personal problems, I often talk / with an Hungarian/Roma/Romanian”; “Sometimes I / ask for help from an Hungarian/Roma/Romanian”). / These items were coded 0 if the answer was no or 1 if / the answer was yes; the answers were then summed to / form the scales, with higher scores indicating more / intimate contact. Cronbach’s alphas for Hungarians’ / intimate contact with Roma and Romanians were .68 / and .74, respectively, whereas Cronbach’s alphas for / Roma’s intimate contact with Hungarians and / Romanians were both .80.",Directly,Yes,NA,NA
3205,1,pi,gd,Group discrimination,"Perceived ingroup discrimination / Two items asked respondents if they feel that their / ethnic groups is being (a) advantaged, (b) treated / fairly, or (c) discriminated against when it comes to / the opportunities they have when (a) finding a job / and (b) successfully initiating and conducting a business. / Cronbach’s alpha were .71 in the Hungarian / sample and .70 in the Roma sample.",NA,NA,Group,Both
4000,1,ic,pc,Contact quality / Positive contact,"Positive intergroup contact was rated with nine items on 5‐point scales ranging from 1 (never) to 5 (always). An example is: “If you think of all your encounters with German people in Germany, how often did you have enriching conversations with a German person?” The internal consistency of the scale was α = 0.91.",Directly,Yes,NA,NA
