id,coder,run,answer
3106,Coder 1,Second Search,3
3107,Coder 1,Second Search,3
3108,Coder 1,Second Search,3
3109,Coder 1,Second Search,3
3110,Coder 1,Second Search,3
3111,Coder 1,Second Search,4
3112,Coder 1,Second Search,3
3113,Coder 1,Second Search,3
3114,Coder 1,Second Search,3
3115,Coder 1,Second Search,3
3116,Coder 1,Second Search,3
3117,Coder 1,Second Search,3
3118,Coder 1,Second Search,3
3119,Coder 1,Second Search,3
3120,Coder 1,Second Search,3
3121,Coder 1,Second Search,3
3122,Coder 1,Second Search,3
3123,Coder 1,Second Search,3
3124,Coder 1,Second Search,3
3125,Coder 1,Second Search,3
3126,Coder 1,Second Search,2
3127,Coder 1,Second Search,3
3128,Coder 1,Second Search,1
3129,Coder 1,Second Search,3
3130,Coder 1,Second Search,3
3131,Coder 1,Second Search,3
3132,Coder 1,Second Search,3
3133,Coder 1,Second Search,3
3134,Coder 1,Second Search,2
3135,Coder 1,Second Search,3
3136,Coder 1,Second Search,3
3137,Coder 1,Second Search,2
3138,Coder 1,Second Search,3
3139,Coder 1,Second Search,3
3140,Coder 1,Second Search,3
3141,Coder 1,Second Search,3
3142,Coder 1,Second Search,3
3143,Coder 1,Second Search,3
3144,Coder 1,Second Search,3
3145,Coder 1,Second Search,2
3146,Coder 1,Second Search,3
3147,Coder 1,Second Search,3
3148,Coder 1,Second Search,3
3149,Coder 1,Second Search,3
3150,Coder 1,Second Search,3
3151,Coder 1,Second Search,3
3152,Coder 1,Second Search,3
3153,Coder 1,Second Search,3
3154,Coder 1,Second Search,3
3155,Coder 1,Second Search,3
3156,Coder 1,Second Search,3
3157,Coder 1,Second Search,3
3158,Coder 1,Second Search,3
3159,Coder 1,Second Search,3
3160,Coder 1,Second Search,3
3161,Coder 1,Second Search,3
3162,Coder 1,Second Search,3
3163,Coder 1,Second Search,3
3164,Coder 1,Second Search,3
3165,Coder 1,Second Search,3
3166,Coder 1,Second Search,3
3167,Coder 1,Second Search,3
3168,Coder 1,Second Search,2
3169,Coder 1,Second Search,3
3170,Coder 1,Second Search,3
3171,Coder 1,Second Search,3
3172,Coder 1,Second Search,3
3173,Coder 1,Second Search,3
3174,Coder 1,Second Search,3
3175,Coder 1,Second Search,3
3176,Coder 1,Second Search,3
3177,Coder 1,Second Search,3
3178,Coder 1,Second Search,2
3179,Coder 1,Second Search,3
3180,Coder 1,Second Search,3
3181,Coder 1,Second Search,2
3182,Coder 1,Second Search,3
3183,Coder 1,Second Search,3
3184,Coder 1,Second Search,3
3185,Coder 1,Second Search,3
3186,Coder 1,Second Search,3
3187,Coder 1,Second Search,3
3188,Coder 1,Second Search,3
3189,Coder 1,Second Search,3
3190,Coder 1,Second Search,3
3191,Coder 1,Second Search,3
3192,Coder 1,Second Search,3
3193,Coder 1,Second Search,3
3194,Coder 1,Second Search,3
3195,Coder 1,Second Search,3
3196,Coder 1,Second Search,1
3197,Coder 1,Second Search,3
3198,Coder 1,Second Search,3
3199,Coder 1,Second Search,3
3200,Coder 1,Second Search,3
3201,Coder 1,Second Search,1
3202,Coder 1,Second Search,3
3203,Coder 1,Second Search,3
3204,Coder 1,Second Search,3
3205,Coder 1,Second Search,2
3206,Coder 1,Second Search,3
3207,Coder 1,Second Search,3
3208,Coder 1,Second Search,3
3209,Coder 1,Second Search,3
3210,Coder 1,Second Search,2
3211,Coder 1,Second Search,3
3212,Coder 1,Second Search,3
3213,Coder 1,Second Search,3
3214,Coder 1,Second Search,3
3215,Coder 1,Second Search,3
3216,Coder 1,Second Search,3
3217,Coder 1,Second Search,3
3218,Coder 1,Second Search,3
3219,Coder 1,Second Search,2
3220,Coder 1,Second Search,3
3221,Coder 1,Second Search,3
3222,Coder 1,Second Search,3
3223,Coder 1,Second Search,3
3224,Coder 1,Second Search,3
3225,Coder 1,Second Search,3
3226,Coder 1,Second Search,4
3227,Coder 1,Second Search,3
3228,Coder 1,Second Search,3
3229,Coder 1,Second Search,3
3230,Coder 1,Second Search,3
3000,Coder 2,Second Search,2
3001,Coder 2,Second Search,3
3002,Coder 2,Second Search,3
3003,Coder 2,Second Search,3
3004,Coder 2,Second Search,3
3005,Coder 2,Second Search,2
3006,Coder 2,Second Search,2
3007,Coder 2,Second Search,3
3008,Coder 2,Second Search,3
3009,Coder 2,Second Search,3
3010,Coder 2,Second Search,3
3011,Coder 2,Second Search,3
3012,Coder 2,Second Search,3
3013,Coder 2,Second Search,3
3014,Coder 2,Second Search,3
3015,Coder 2,Second Search,3
3016,Coder 2,Second Search,3
3017,Coder 2,Second Search,3
3018,Coder 2,Second Search,3
3019,Coder 2,Second Search,3
3020,Coder 2,Second Search,3
3021,Coder 2,Second Search,1
3022,Coder 2,Second Search,3
3023,Coder 2,Second Search,3
3024,Coder 2,Second Search,2
3025,Coder 2,Second Search,3
3026,Coder 2,Second Search,3
3027,Coder 2,Second Search,3
3028,Coder 2,Second Search,3
3029,Coder 2,Second Search,3
3030,Coder 2,Second Search,3
3031,Coder 2,Second Search,3
3032,Coder 2,Second Search,3
3033,Coder 2,Second Search,3
3034,Coder 2,Second Search,3
3035,Coder 2,Second Search,3
3036,Coder 2,Second Search,3
3037,Coder 2,Second Search,3
3038,Coder 2,Second Search,3
3039,Coder 2,Second Search,3
3040,Coder 2,Second Search,3
3041,Coder 2,Second Search,3
3042,Coder 2,Second Search,3
3043,Coder 2,Second Search,1
3044,Coder 2,Second Search,3
3045,Coder 2,Second Search,3
3046,Coder 2,Second Search,3
3047,Coder 2,Second Search,2
3048,Coder 2,Second Search,3
3049,Coder 2,Second Search,3
3050,Coder 2,Second Search,1
3051,Coder 2,Second Search,1
3052,Coder 2,Second Search,3
3053,Coder 2,Second Search,3
3054,Coder 2,Second Search,1
3055,Coder 2,Second Search,3
3056,Coder 2,Second Search,4
3057,Coder 2,Second Search,3
3058,Coder 2,Second Search,3
3059,Coder 2,Second Search,3
3060,Coder 2,Second Search,2
3061,Coder 2,Second Search,1
3062,Coder 2,Second Search,3
3063,Coder 2,Second Search,3
3064,Coder 2,Second Search,3
3065,Coder 2,Second Search,3
3066,Coder 2,Second Search,3
3067,Coder 2,Second Search,3
3068,Coder 2,Second Search,3
3069,Coder 2,Second Search,1
3070,Coder 2,Second Search,3
3071,Coder 2,Second Search,2
3072,Coder 2,Second Search,3
3073,Coder 2,Second Search,3
3074,Coder 2,Second Search,3
3075,Coder 2,Second Search,2
3076,Coder 2,Second Search,3
3077,Coder 2,Second Search,3
3078,Coder 2,Second Search,1
3079,Coder 2,Second Search,3
3080,Coder 2,Second Search,3
3081,Coder 2,Second Search,3
3082,Coder 2,Second Search,3
3083,Coder 2,Second Search,3
3084,Coder 2,Second Search,3
3085,Coder 2,Second Search,3
3086,Coder 2,Second Search,3
3087,Coder 2,Second Search,3
3088,Coder 2,Second Search,3
3089,Coder 2,Second Search,4
3090,Coder 2,Second Search,3
3091,Coder 2,Second Search,3
3092,Coder 2,Second Search,3
3093,Coder 2,Second Search,3
3094,Coder 2,Second Search,3
3095,Coder 2,Second Search,3
3096,Coder 2,Second Search,3
3097,Coder 2,Second Search,3
3098,Coder 2,Second Search,3
3099,Coder 2,Second Search,3
3100,Coder 2,Second Search,3
3101,Coder 2,Second Search,3
3102,Coder 2,Second Search,1
3103,Coder 2,Second Search,3
3104,Coder 2,Second Search,3
3105,Coder 2,Second Search,3
3106,Coder 2,Second Search,3
3107,Coder 2,Second Search,3
3108,Coder 2,Second Search,3
3109,Coder 2,Second Search,3
3110,Coder 2,Second Search,3
3111,Coder 2,Second Search,4
3112,Coder 2,Second Search,3
3113,Coder 2,Second Search,3
3114,Coder 2,Second Search,3
3115,Coder 2,Second Search,3
3116,Coder 2,Second Search,2
3117,Coder 2,Second Search,3
3118,Coder 2,Second Search,3
3119,Coder 2,Second Search,3
3120,Coder 2,Second Search,3
3121,Coder 2,Second Search,3
3122,Coder 2,Second Search,3
3123,Coder 2,Second Search,3
3124,Coder 2,Second Search,3
3125,Coder 2,Second Search,3
3126,Coder 2,Second Search,2
3127,Coder 2,Second Search,3
3128,Coder 2,Second Search,3
3129,Coder 2,Second Search,3
3130,Coder 2,Second Search,3
3131,Coder 2,Second Search,3
3132,Coder 2,Second Search,3
3133,Coder 2,Second Search,3
3134,Coder 2,Second Search,1
3135,Coder 2,Second Search,3
3136,Coder 2,Second Search,3
3137,Coder 2,Second Search,3
3138,Coder 2,Second Search,3
3139,Coder 2,Second Search,3
3140,Coder 2,Second Search,3
3141,Coder 2,Second Search,3
3142,Coder 2,Second Search,3
3143,Coder 2,Second Search,3
3144,Coder 2,Second Search,3
3145,Coder 2,Second Search,2
3146,Coder 2,Second Search,3
3147,Coder 2,Second Search,3
3148,Coder 2,Second Search,3
3149,Coder 2,Second Search,3
3150,Coder 2,Second Search,3
3151,Coder 2,Second Search,3
3152,Coder 2,Second Search,3
3153,Coder 2,Second Search,3
3154,Coder 2,Second Search,3
3155,Coder 2,Second Search,3
3156,Coder 2,Second Search,3
3157,Coder 2,Second Search,3
3158,Coder 2,Second Search,3
3159,Coder 2,Second Search,3
3160,Coder 2,Second Search,3
3161,Coder 2,Second Search,3
3162,Coder 2,Second Search,3
3163,Coder 2,Second Search,3
3164,Coder 2,Second Search,3
3165,Coder 2,Second Search,3
3166,Coder 2,Second Search,3
3167,Coder 2,Second Search,3
3168,Coder 2,Second Search,3
3169,Coder 2,Second Search,3
3170,Coder 2,Second Search,3
3171,Coder 2,Second Search,3
3172,Coder 2,Second Search,3
3173,Coder 2,Second Search,3
3174,Coder 2,Second Search,3
3175,Coder 2,Second Search,3
3176,Coder 2,Second Search,3
3177,Coder 2,Second Search,3
3178,Coder 2,Second Search,3
3179,Coder 2,Second Search,3
3180,Coder 2,Second Search,3
3181,Coder 2,Second Search,2
3182,Coder 2,Second Search,3
3183,Coder 2,Second Search,3
3184,Coder 2,Second Search,3
3185,Coder 2,Second Search,3
3186,Coder 2,Second Search,3
3187,Coder 2,Second Search,3
3188,Coder 2,Second Search,3
3189,Coder 2,Second Search,3
3190,Coder 2,Second Search,3
3191,Coder 2,Second Search,3
3192,Coder 2,Second Search,3
3193,Coder 2,Second Search,3
3194,Coder 2,Second Search,3
3195,Coder 2,Second Search,3
3196,Coder 2,Second Search,1
3197,Coder 2,Second Search,3
3198,Coder 2,Second Search,3
3199,Coder 2,Second Search,3
3200,Coder 2,Second Search,3
3201,Coder 2,Second Search,1
3202,Coder 2,Second Search,3
3203,Coder 2,Second Search,3
3204,Coder 2,Second Search,3
3205,Coder 2,Second Search,3
3206,Coder 2,Second Search,3
3207,Coder 2,Second Search,3
3208,Coder 2,Second Search,3
3209,Coder 2,Second Search,3
3210,Coder 2,Second Search,2
3211,Coder 2,Second Search,3
3212,Coder 2,Second Search,3
3213,Coder 2,Second Search,3
3214,Coder 2,Second Search,3
3215,Coder 2,Second Search,3
3216,Coder 2,Second Search,3
3217,Coder 2,Second Search,3
3218,Coder 2,Second Search,3
3219,Coder 2,Second Search,3
3220,Coder 2,Second Search,3
3221,Coder 2,Second Search,3
3222,Coder 2,Second Search,3
3223,Coder 2,Second Search,3
3224,Coder 2,Second Search,4
3225,Coder 2,Second Search,3
3226,Coder 2,Second Search,4
3227,Coder 2,Second Search,3
3228,Coder 2,Second Search,3
3229,Coder 2,Second Search,3
3230,Coder 2,Second Search,3
