coder,id,var,text,name,outgroup,ic_quality
Coder 1,322,pc,"Positive and negative contact were each assessed by a single item (Barlow, Paolini, et al., 2012). Participants were first given a specific instruction asking them to consider their Turkish peers if they were Kurdish or their Kurdish peers if they were Turkish (“If you are Turkish, please think about your Kurdish peers” and “If you are Kurdish, please think about your Turkish peers”). Next, they were asked to report the extent to which they had positive and negative contact with these peers (“How frequently do you have positive/ negative contact with these peers?”). The response scale ranged from 1 (= never) to 7 (= all the time).",Contact quality / Positive contact,Turks,Yes
Coder 2,322,pc,"Positive and negative contact were each assessed by a single item (Barlow, Paolini, et al., 2012). Participants were first given a specific instruction asking them to consider their Turkish peers if they were Kurdish or their Kurdish peers if they were Turkish (“If you are Turkish, please think about your Kurdish peers” and “If you are Kurdish, please think about your Turkish peers”). Next, they were asked to report the extent to which they had positive and negative contact with these peers (“How frequently do you have positive/ negative contact with these peers?”). The response scale ranged from 1 (= never) to 7 (= all the time).",Contact quality / Positive contact,Turks,Yes
Coder 1,324,oc,"I consider the presence of racial out-groups in one's neighborhood as potentially signaling discrimination risk. Data from the 2000 U.S. Census are used to measure the percentage of outgroups in each NC. On average, Blacks live in NCs with about 27 percent non-Black residents. Hispanics and Whites are more integrated with over 40 percent outgroup neighbors.",Opportunity for contact,White Americans,No
Coder 2,324,oc,"I consider the presence of racial out-groups in one's neighborhood as potentially signaling discrimination risk. Data from the 2000 U.S. Census are used to measure the percentage of outgroups in each NC. On average, Blacks live in NCs with about 27 percent non-Black residents. Hispanics and Whites are more integrated with over 40 percent outgroup neighbors.",Opportunity for contact,White Americans,No
Coder 1,325,cf,"Close friends. Multiracial people’s number of close friends across different racial groups was assessed with the question stem “How many of your close friends are…” with questions indicating each of the racial groups, along with “Mixed race or Multiracial.” Response options ranged from 1 (None of them) to 4 (All of them).",Cross-group friendship,White Americans,Yes
Coder 2,325,cf,"Close friends. Multiracial people’s number of close friends across different racial groups was assessed with the question stem “How many of your close friends are…” with questions indicating each of the racial groups, along with “Mixed race or Multiracial.” Response options ranged from 1 (None of them) to 4 (All of them).",Cross-group friendship,White Americans,Yes
Coder 1,336,cq,One item gauged how much interracial contact respondents experienced in their everyday lives on a 1 (no contact) to 5 (frequent contact) scale.,Contact quantity,White South Africans,No
Coder 2,336,cq,One item gauged how much interracial contact respondents experienced in their everyday lives on a 1 (no contact) to 5 (frequent contact) scale.,Contact quantity,White South Africans,No
Coder 1,336,pc,"The remaining items measured the perceived quality of such contact on various dimensions (friendly, cooperative, helpful, intimate, interesting, and equal in status). These items were averaged to yield a Quality of Contact Index ( = .75), with higher scores indicating more positive contact experiences.",Contact quality / Positive contact,White South Africans,Yes
Coder 2,336,pc,"The remaining items measured the perceived quality of such contact on various dimensions (friendly, cooperative, helpful, intimate, interesting, and equal in status). These items were averaged to yield a Quality of Contact Index ( = .75), with higher scores indicating more positive contact experiences.",Contact quality / Positive contact,White South Africans,Yes
Coder 1,4000,pc,"Positive intergroup contact was rated with nine items on 5‐point scales ranging from 1 (never) to 5 (always). An example is: “If you think of all your encounters with German people in Germany, how often did you have enriching conversations with a German person?” The internal consistency of the scale was α = 0.91.",Contact quality / Positive contact,Germans,Yes
Coder 2,4000,pc,"Positive intergroup contact was rated with nine items on 5‐point scales ranging from 1 (never) to 5 (always). An example is: “If you think of all your encounters with German people in Germany, how often did you have enriching conversations with a German person?” The internal consistency of the scale was α = 0.91.",Contact quality / Positive contact,Germans,Yes
Coder 1,4001,pc,"Quality of Contact was measured using items drawn from Eller and Abrams (2003, 2004) and Islam and Hewstone (1993), asking respondents whether their contact with Americans (Mexicans) was pleasant (very unpleasant—very pleasant ), intimate (very superficial—very intimate ), cooperative (very competitive—very cooperative ), and among equals (definitely not—definitely yes ), and how often they had contact as friends (not at all—very often ). Responses were provided on 7‐point Likert scales, with higher scores denoting higher quality of contact. Cronbach's α reliability coefficients were 0.82 (Mexico) and 0.70 (US), respectively.",Contact quality / Positive contact,Americans,Yes
Coder 2,4001,pc,"Quality of Contact was measured using items drawn from Eller and Abrams (2003, 2004) and Islam and Hewstone (1993), asking respondents whether their contact with Americans (Mexicans) was pleasant (very unpleasant—very pleasant ), intimate (very superficial—very intimate ), cooperative (very competitive—very cooperative ), and among equals (definitely not—definitely yes ), and how often they had contact as friends (not at all—very often ). Responses were provided on 7‐point Likert scales, with higher scores denoting higher quality of contact. Cronbach's α reliability coefficients were 0.82 (Mexico) and 0.70 (US), respectively.",Contact quality / Positive contact,Americans,Yes
Coder 1,4002,pc,"Positive majority contact was measured as the average score of three items referring to positive contact experiences in the form of friendship and voluntary contact, for example, ‘How many of your friends have a Belgian background’ (1 – some to 5 – almost all or all) and ‘How often do you spend time during your school break with peers with a Belgian background?’ ‘How often do you spend time in the neighbourhood where you live with peers with a Belgian background?’ (1 – never to 5 – every day ) (CILS4EU, 2016), α = .75, M  = 2.83, SD  = 1.23.",Contact quality / Positive contact,Belgians,No
Coder 2,4002,pc,"Positive majority contact was measured as the average score of three items referring to positive contact experiences in the form of friendship and voluntary contact, for example, ‘How many of your friends have a Belgian background’ (1 – some to 5 – almost all or all) and ‘How often do you spend time during your school break with peers with a Belgian background?’ ‘How often do you spend time in the neighbourhood where you live with peers with a Belgian background?’ (1 – never to 5 – every day ) (CILS4EU, 2016), α = .75, M  = 2.83, SD  = 1.23.",Contact quality / Positive contact,Belgians,Yes
Coder 1,4003,pc,"Participants completed five items assessing how frequently, overall, they had experienced positive (positive/pleasant/good/friendly/enjoyable ) contact with the outgroup ..., on a scale from 1 (never ) to 7 (very frequently ). White American participants reported on their contact with Black Americans, and Black American participants reported on their contact with White Americans. All scales showed high reliability (αs > .93).",Contact quality / Positive contact,White Americans,Yes
Coder 2,4003,pc,"Participants completed five items assessing how frequently, overall, they had experienced positive (positive/pleasant/good/friendly/enjoyable ) contact with the outgroup ..., on a scale from 1 (never ) to 7 (very frequently ). White American participants reported on their contact with Black Americans, and Black American participants reported on their contact with White Americans. All scales showed high reliability (αs > .93).",Contact quality / Positive contact,White Americans,Yes
Coder 1,4004,ic,"We assessed close positive contact with three items (see Voci and Hewstone, 2003; Pettigrew et al., 2007) addressing the quantity and quality of Bulgarian Roma’s close contact with ethnic Bulgarians (“How many ethnic Bulgarians do you know well?” and “How often do you experience these encounters with ethnic Bulgarians you know well as pleasant?”). Quantity of contact was rated on a scale ranging from 1 (None) to 4 (Many), whereas quality of contact was rated on a scale ranging from 1 (Never) to 5 (Always).",Intergroup contact (other),Ethnic Bulgarians,No
Coder 2,4004,ic,"We assessed close positive contact with three items (see Voci and Hewstone, 2003; Pettigrew et al., 2007) addressing the quantity and quality of Bulgarian Roma’s close contact with ethnic Bulgarians (“How many ethnic Bulgarians do you know well?” and “How often do you experience these encounters with ethnic Bulgarians you know well as pleasant?”). Quantity of contact was rated on a scale ranging from 1 (None) to 4 (Many), whereas quality of contact was rated on a scale ranging from 1 (Never) to 5 (Always).",Intergroup contact (other),Ethnic Bulgarians,No
Coder 1,4005,cq,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. Specifically, to assess quantity of interactions, participants indicated the frequency of friendly interactions with Non-Ethiopians on a scale from 1 (not at all frequent) to 7 (very frequent).",Contact quantity,Non-Ethiopians,No
Coder 2,4005,cq,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. Specifically, to assess quantity of interactions, participants indicated the frequency of friendly interactions with Non-Ethiopians on a scale from 1 (not at all frequent) to 7 (very frequent).",Contact quantity,Non-Ethiopians,Yes
Coder 1,4005,ic,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. Specifically, to assess quantity of interactions, participants indicated the frequency of friendly interactions with Non-Ethiopians on a scale from 1 (not at all frequent) to 7 (very frequent). Because such interactions can involve discussion of differences, we multiplied this quantity item with a score assessing the extent to which the interactions were commonality-focused in quality. Specifically, participants indicated the extent to which different topics (adapted from Saguy, Dovidio, & Pratto, 2008) come up in their interactions with their Non-Ethiopian friends. Three topics were focused on cross-group commonalities (e.g., “Things that Ethiopian and Non-Ethiopians in Israel share in common”; α = .61) and three were focused on status differences between the groups (e.g., “The different socio-economic status of Ethiopians and Non-Ethiopians in Israel”; α = .75). We subtracted the differences topics from the commonality topics and obtained a single score for which 0 indicates equivalent amount of addressing both commonalities and differences, and higher numbers indicate stronger focus of commonalities over differences.2 The product of this score with the quantity item provided us with an ultimate index which takes into account both the frequency of encounters, and their commonality-focus nature. Indeed, the use of the product of quantity and quality of contact was adopted by others (Brown et al., 2001, Voci and Hewstone, 2003), and is considered to be generally a good predictor of outgroup orientation.",Intergroup contact (other),Non-Ethiopians,No
Coder 2,4005,ic,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. Specifically, to assess quantity of interactions, participants indicated the frequency of friendly interactions with Non-Ethiopians on a scale from 1 (not at all frequent) to 7 (very frequent). Because such interactions can involve discussion of differences, we multiplied this quantity item with a score assessing the extent to which the interactions were commonality-focused in quality. Specifically, participants indicated the extent to which different topics (adapted from Saguy, Dovidio, & Pratto, 2008) come up in their interactions with their Non-Ethiopian friends. Three topics were focused on cross-group commonalities (e.g., “Things that Ethiopian and Non-Ethiopians in Israel share in common”; α = .61) and three were focused on status differences between the groups (e.g., “The different socio-economic status of Ethiopians and Non-Ethiopians in Israel”; α = .75). We subtracted the differences topics from the commonality topics and obtained a single score for which 0 indicates equivalent amount of addressing both commonalities and differences, and higher numbers indicate stronger focus of commonalities over differences.2 The product of this score with the quantity item provided us with an ultimate index which takes into account both the frequency of encounters, and their commonality-focus nature. Indeed, the use of the product of quantity and quality of contact was adopted by others (Brown et al., 2001, Voci and Hewstone, 2003), and is considered to be generally a good predictor of outgroup orientation.",Intergroup contact (other),Non-Ethiopians,Yes
Coder 1,4005,pc,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. ... Specifically, participants indicated the extent to which different topics (adapted from Saguy, Dovidio, & Pratto, 2008) come up in their interactions with their Non-Ethiopian friends. Three topics were focused on cross-group commonalities (e.g., “Things that Ethiopian and Non-Ethiopians in Israel share in common”; α = .61) and three were focused on status differences between the groups (e.g., “The different socio-economic status of Ethiopians and Non-Ethiopians in Israel”; α = .75). We subtracted the differences topics from the commonality topics and obtained a single score for which 0 indicates equivalent amount of addressing both commonalities and differences, and higher numbers indicate stronger focus of commonalities over differences.",Contact quality / Positive contact,Non-Ethiopians,No
Coder 2,4005,pc,"To assess the frequency of commonality-focused contact we created an index consisting of indicators of both quantity and quality of contact (Brown et al., 2001, Voci and Hewstone, 2003), which were adapted to the current context. ... Specifically, participants indicated the extent to which different topics (adapted from Saguy, Dovidio, & Pratto, 2008) come up in their interactions with their Non-Ethiopian friends. Three topics were focused on cross-group commonalities (e.g., “Things that Ethiopian and Non-Ethiopians in Israel share in common”; α = .61) and three were focused on status differences between the groups (e.g., “The different socio-economic status of Ethiopians and Non-Ethiopians in Israel”; α = .75). We subtracted the differences topics from the commonality topics and obtained a single score for which 0 indicates equivalent amount of addressing both commonalities and differences, and higher numbers indicate stronger focus of commonalities over differences.",Contact quality / Positive contact,Non-Ethiopians,Yes
Coder 1,401,cq,"Intergroup contact  In order to assess the level of intergroup contact at each occasion of measurement (T1: 1996, T2: 1998, T3: 2000), participants were asked to report the approximate number of ‘peoplefromtheotherpartofGermany(EastorWestGermany,respectively)withwhom you are in contact today on the following dimensions: regular private contact, superﬁcial contact’. The two indicators of intergroup contact correlated signiﬁcantly with each other, with r = .54, p < .001 at T1, r = .60, p < .001 at T2, and r = .44, p < .001 at T3, so that we combined them to form a scale of intergroup contact at each measurement occasion. As the distribution for intergroup contact was markedly positively skewed, a log-transformation was applied. Cronbach’s alpha indicated a satisfactory internal consistency except for T3 (T1: a = .70, T2: a = .75, T3: a = .60).",Contact quantity,West Germans,No
Coder 2,401,cq,"Intergroup contact  In order to assess the level of intergroup contact at each occasion of measurement (T1: 1996, T2: 1998, T3: 2000), participants were asked to report the approximate number of ‘peoplefromtheotherpartofGermany(EastorWestGermany,respectively)withwhom you are in contact today on the following dimensions: regular private contact, superﬁcial contact’. The two indicators of intergroup contact correlated signiﬁcantly with each other, with r = .54, p < .001 at T1, r = .60, p < .001 at T2, and r = .44, p < .001 at T3, so that we combined them to form a scale of intergroup contact at each measurement occasion. As the distribution for intergroup contact was markedly positively skewed, a log-transformation was applied. Cronbach’s alpha indicated a satisfactory internal consistency except for T3 (T1: a = .70, T2: a = .75, T3: a = .60).",Contact quantity,West Germans,No
Coder 1,414,cf,"To measure cross-group friendship quality, we used six items that have been previously shown to describe the quality of cross-group friendships including time spent/interaction, intimacy, positivity, self-disclosure, and support (e.g., Bagci et al., 2014; Davies, Tropp, Aron, Pettigrew, & Wright, 2011). Participants rated the extent to which they had interaction and closeness, and positive contact with non-disabled people, and the extent towhich they share secretswith each other, self-disclose to each other, and support each other on a scale ranging from 1 (never) to 5 (all the time). The scale’s reliability was high with a Cronbach’s alpha value of .89.",Cross-group friendship,Non-disabled people,Yes
Coder 2,414,cf,"To measure cross-group friendship quality, we used six items that have been previously shown to describe the quality of cross-group friendships including time spent/interaction, intimacy, positivity, self-disclosure, and support (e.g., Bagci et al., 2014; Davies, Tropp, Aron, Pettigrew, & Wright, 2011). Participants rated the extent to which they had interaction and closeness, and positive contact with non-disabled people, and the extent towhich they share secretswith each other, self-disclose to each other, and support each other on a scale ranging from 1 (never) to 5 (all the time). The scale’s reliability was high with a Cronbach’s alpha value of .89.",Cross-group friendship,Non-disabled people,Yes
Coder 1,423,cq,"As in Study 2, language proficiency, direct contact, and interest in task were used as covariates.",Contact quantity,Turks,No
Coder 2,423,cq,"As in Study 2, language proficiency, direct contact, and interest in task were used as covariates.",Contact quantity,Turks,No
Coder 1,423,cq,"More important, we also added previous contact with British people as a covariate, using a single item: “Generally speaking, in your everyday life how much contact do you have with British people?”; measured from 1 (not at all) to 7 (a lot).",Contact quantity,British people,No
Coder 2,423,cq,"More important, we also added previous contact with British people as a covariate, using a single item: “Generally speaking, in your everyday life how much contact do you have with British people?”; measured from 1 (not at all) to 7 (a lot).",Contact quantity,British people,No
Coder 1,423,cq,We further included previous contact ... (see Study 1) as covariates,Contact quantity,Turks,No
Coder 2,423,cq,We further included previous contact ... (see Study 1) as covariates,Contact quantity,Turks,No
Coder 1,45,pc,"In addition, respondents were asked to rate the quality of their private contacts with members of their host nation on four 7-point semantic-differential-type scales (relaxed–tense; friendly–unfriendly; important–not important; satisfactory–unsatisfactory). Private contacts were defined as contacts in the respondents’ spare time (i.e. outside work and daily duties)",Contact quality / Positive contact,British people,Yes
Coder 2,45,pc,"In addition, respondents were asked to rate the quality of their private contacts with members of their host nation on four 7-point semantic-differential-type scales (relaxed–tense; friendly–unfriendly; important–not important; satisfactory–unsatisfactory). Private contacts were defined as contacts in the respondents’ spare time (i.e. outside work and daily duties)",Contact quality / Positive contact,British people,Yes
Coder 1,45,pc,"In addition, respondents were asked to rate the quality of their private contacts with members of their host nation on four 7-point semantic-differential-type scales (relaxed–tense; friendly–unfriendly; important–not important; satisfactory–unsatisfactory). Private contacts were defined as contacts in the respondents’ spare time (i.e. outside work and daily duties)",Contact quality / Positive contact,Native Germans,Yes
Coder 2,45,pc,"In addition, respondents were asked to rate the quality of their private contacts with members of their host nation on four 7-point semantic-differential-type scales (relaxed–tense; friendly–unfriendly; important–not important; satisfactory–unsatisfactory). Private contacts were defined as contacts in the respondents’ spare time (i.e. outside work and daily duties)",Contact quality / Positive contact,Native Germans,Yes
Coder 1,46,ic,Intergroup friendship is measured with the item ‘How many of your friends and intimate relationships are from the same origin as you?’ Pupils could answer this item with a 5-point likert scale ranging from all (0) to no one (4) (M: 1.70; SD: 1.08).,Intergroup contact (other),Belgians,No
Coder 2,46,ic,Intergroup friendship is measured with the item ‘How many of your friends and intimate relationships are from the same origin as you?’ Pupils could answer this item with a 5-point likert scale ranging from all (0) to no one (4) (M: 1.70; SD: 1.08).,Intergroup contact (other),Belgians,No
Coder 1,480,pc,"The measurement of contact experiences interethnic was carried out on the basis of the Scale of Contact developed by van Dick and Wagner (1995) and some items developed especially for the context Costa Rican. The scale is composed of nine items, six of them access the contact frequency interethnic in various areas of the daily life of young people (e.g., in the neighborhood, at school, in the circle of friends), while the remaining three ask about the general frequency of inter-ethnic contact, intensity and the importance attributed to this type of contact (e.g., How important is it for you to have contact with people from other ethnic groups?). As mentioned Previously, this scale has a response range of 1 (not frequent / intense / important) to 4 (very frequent / intense / important). The Cronbach alphas of the scale are .83 and .86 for the Afro-Costa Rican and mestizo group respectively",Contact quality / Positive contact,White Costa Ricans,No
Coder 2,480,pc,"The measurement of contact experiences interethnic was carried out on the basis of the Scale of Contact developed by van Dick and Wagner (1995) and some items developed especially for the context Costa Rican. The scale is composed of nine items, six of them access the contact frequency interethnic in various areas of the daily life of young people (e.g., in the neighborhood, at school, in the circle of friends), while the remaining three ask about the general frequency of inter-ethnic contact, intensity and the importance attributed to this type of contact (e.g., How important is it for you to have contact with people from other ethnic groups?). As mentioned Previously, this scale has a response range of 1 (not frequent / intense / important) to 4 (very frequent / intense / important). The Cronbach alphas of the scale are .83 and .86 for the Afro-Costa Rican and mestizo group respectively",Contact quality / Positive contact,White Costa Ricans,No
Coder 1,609,cf,"Intercultural contact with Hong Kong people was measured by evaluating the quantity of Hong Kongfriends (i.e., “How many Hong Kong friends do you have?”) and the frequency of contact with Hong Kong friends (i.e., “Howoften do you meet with your Hong Kong friends?”). The responses to the two items were indicated on two 5-point scalesranging from none (1) to many (5), and never (1) to daily (5), respectively. Then the scores of quantity and frequency itemswere averaged (˛ = .80).",Cross-group friendship,Natives of Hong Kong,Yes
Coder 2,609,cf,"Intercultural contact with Hong Kong people was measured by evaluating the quantity of Hong Kongfriends (i.e., “How many Hong Kong friends do you have?”) and the frequency of contact with Hong Kong friends (i.e., “Howoften do you meet with your Hong Kong friends?”). The responses to the two items were indicated on two 5-point scalesranging from none (1) to many (5), and never (1) to daily (5), respectively. Then the scores of quantity and frequency itemswere averaged (˛ = .80).",Cross-group friendship,Natives of Hong Kong,Yes
Coder 1,703,cf,"Social contacts questionnaire (Rowley, 1999). This scale examined the number of African American and European American peers the child had. It was adapted from a similar scale by Wegner and Shelton (1995). This 10-item scale asked students to use a 4-point scale (a  0,b 1–2,c 3–4,d 5 or more) to indicate how many Black or White friends they have. An example item is, “How many close Black/White friends do you have?” The average of the 5 items related to Black friends was computed to create the Black friends score, and the average of the 5 items related to White friends was computed to create the White friends score",Cross-group friendship,White Americans,Yes
Coder 2,703,cf,"Social contacts questionnaire (Rowley, 1999). This scale examined the number of African American and European American peers the child had. It was adapted from a similar scale by Wegner and Shelton (1995). This 10-item scale asked students to use a 4-point scale (a  0,b 1–2,c 3–4,d 5 or more) to indicate how many Black or White friends they have. An example item is, “How many close Black/White friends do you have?” The average of the 5 items related to Black friends was computed to create the Black friends score, and the average of the 5 items related to White friends was computed to create the White friends score",Cross-group friendship,White Americans,Yes
Coder 1,733,ic,"Two items relating to the quantity of contact asked about contact with conationals living in Britain and about contact with host nationals (1 = Not at all,5= Very much). Two further items relating to the quality of contact asked about contact with conationals and host nationals (1 = Not at all, 5 = Very much). A principal components factor analysis (Varimax rotation with Kaiser normalisation) of these four items revealed two independent factors accounting for 90.65% of the variance. The ﬁrst factor referred to contact (quantity and quality of contact) with conationals, and accounted for 48.44% of the explained variance. The second factor referred to the quantity and quality of contact with host nationals, and accounted for 42.21% of the explained variance. Factor scores were created for each participant by averaging the scores of items associated with each factor, and were used in all subsequent analysis as scores of contact with conationals (a = 0.95) and host nationals (a = 0.81).",Intergroup contact (other),British people,No
Coder 2,733,ic,"Two items relating to the quantity of contact asked about contact with conationals living in Britain and about contact with host nationals (1 = Not at all,5= Very much). Two further items relating to the quality of contact asked about contact with conationals and host nationals (1 = Not at all, 5 = Very much). A principal components factor analysis (Varimax rotation with Kaiser normalisation) of these four items revealed two independent factors accounting for 90.65% of the variance. The ﬁrst factor referred to contact (quantity and quality of contact) with conationals, and accounted for 48.44% of the explained variance. The second factor referred to the quantity and quality of contact with host nationals, and accounted for 42.21% of the explained variance. Factor scores were created for each participant by averaging the scores of items associated with each factor, and were used in all subsequent analysis as scores of contact with conationals (a = 0.95) and host nationals (a = 0.81).",Intergroup contact (other),British people,No
Coder 1,783,cq,"For measuring native contacts, respondents were asked to indicate on a seven-point scale ranging from “never” to “daily,” how often they had contact with natives in their neighborhood.1 1The questions on social contact in this survey asked how often respondents had contact with natives, in their neighborhood, at work and at social clubs. Because many respondents were not employed (about 40 percent) and were not a member of any social club (about 60 percent), we focus on the neighborhood contacts.",Contact quantity,Dutch natives,No
Coder 2,783,cq,"For measuring native contacts, respondents were asked to indicate on a seven-point scale ranging from “never” to “daily,” how often they had contact with natives in their neighborhood.1 1The questions on social contact in this survey asked how often respondents had contact with natives, in their neighborhood, at work and at social clubs. Because many respondents were not employed (about 40 percent) and were not a member of any social club (about 60 percent), we focus on the neighborhood contacts.",Contact quantity,Dutch natives,No
Coder 1,789,ic,"We employed a quasi-experimental design. MME participants were 153 Jews and 162 Palestinians, all residents of Israel. Each participant took part in one of eight 2-day encounters for high school students, conducted by Givat Haviva Institute between November 2010 and March 2011. All encounters were similarly structured, with activities shifting the emphasis from interpersonal to intergroup exchanges. The latter often included intense political dialogues on intrastate power disparities, conflict-related affairs, and national–historical narratives. An additional 64 Jews and 119 Palestinians served as the comparison group (total N  498). However, students were not randomly assigned to the two conditions. Encounter participants from both national groups either volunteered or were selected to take part in the workshops by their respective schools; nonparticipants either chose not to attend or were not assigned by their schools (the selection method varied across schools). Evidently, this resulted in high likelihood for selection bias.  Respondents in the comparison condition did not attend any relevant school-setting intervention, and were examined in parallel to the MMEs. All students received anonymous self-report questionnaires in Hebrew (for Jews) and Arabic (for Palestinians) measuring mediating and outcome variables roughly 2 weeks before (pretest) and immediately after (posttest) the encounter. All questionnaires contained additional measures not reported in this paper.",Intergroup contact (other),Jews,No
Coder 2,789,ic,"We employed a quasi-experimental design. MME participants were 153 Jews and 162 Palestinians, all residents of Israel. Each participant took part in one of eight 2-day encounters for high school students, conducted by Givat Haviva Institute between November 2010 and March 2011. All encounters were similarly structured, with activities shifting the emphasis from interpersonal to intergroup exchanges. The latter often included intense political dialogues on intrastate power disparities, conflict-related affairs, and national–historical narratives. An additional 64 Jews and 119 Palestinians served as the comparison group (total N  498). However, students were not randomly assigned to the two conditions. Encounter participants from both national groups either volunteered or were selected to take part in the workshops by their respective schools; nonparticipants either chose not to attend or were not assigned by their schools (the selection method varied across schools). Evidently, this resulted in high likelihood for selection bias.  Respondents in the comparison condition did not attend any relevant school-setting intervention, and were examined in parallel to the MMEs. All students received anonymous self-report questionnaires in Hebrew (for Jews) and Arabic (for Palestinians) measuring mediating and outcome variables roughly 2 weeks before (pretest) and immediately after (posttest) the encounter. All questionnaires contained additional measures not reported in this paper.",Intergroup contact (other),Jews,No
Coder 1,803,cq,"Anglo contact was measured in a generalized rather than situationally specific manner by asking respondents how much contact they usually have with Anglos, ""a lot,"" ""some,"" ""a little,"" or ""none.""  ... A high on these three contact measures reflects frequent interaction,a low score little or no interaction.",Contact quantity,Anglo/White Americans,No
Coder 2,803,cq,"Anglo contact was measured in a generalized rather than situationally specific manner by asking respondents how much contact they usually have with Anglos, ""a lot,"" ""some,"" ""a little,"" or ""none.""  ... A high on these three contact measures reflects frequent interaction,a low score little or no interaction.",Contact quantity,Anglo/White Americans,No
Coder 1,813,ic,Contact was assessed with two items: ‘‘With how many Jews are you personally acquainted today?’’ and ‘‘How many Jewish friends do you have today?’’ (r 5 .67). Responses ranged from 1 (none) to 8 (more than 10).,Intergroup contact (other),Jewish Israelis,Yes
Coder 2,813,ic,Contact was assessed with two items: ‘‘With how many Jews are you personally acquainted today?’’ and ‘‘How many Jewish friends do you have today?’’ (r 5 .67). Responses ranged from 1 (none) to 8 (more than 10).,Intergroup contact (other),Jewish Israelis,Yes
Coder 1,823,cq,"This variable measures the frequency of involvement with U.S. students in five social activities, such as going to movies and eating together. Higher scores indicate greater involvement (alpha = .82).",Contact quantity,Domestic students,No
Coder 2,823,cq,"This variable measures the frequency of involvement with U.S. students in five social activities, such as going to movies and eating together. Higher scores indicate greater involvement (alpha = .82).",Contact quantity,Domestic students,No
Coder 1,829,cq,"Ethnic peer contact: The scale (4 items) assessed the frequency of interaction with peers from ones own ethnic group and from the national group, respectively. A sample question is: ‘‘How often do you spend free time with peers from your own ethnocultural group?’’ Cronbach alpha was .77. Response options ranged from ‘‘never’’ (1) to ‘‘weekly’’ (5). It was specifically developed for the ICSEY-study.",Contact quantity,Native Europeans,No
Coder 2,829,cq,"Ethnic peer contact: The scale (4 items) assessed the frequency of interaction with peers from ones own ethnic group and from the national group, respectively. A sample question is: ‘‘How often do you spend free time with peers from your own ethnocultural group?’’ Cronbach alpha was .77. Response options ranged from ‘‘never’’ (1) to ‘‘weekly’’ (5). It was specifically developed for the ICSEY-study.",Contact quantity,Native Europeans,No
Coder 1,830,cf,"Co-ethnic friendship     Friends’ ethnic composition was also assessed in both the KAF and CCF datasets. In the  KAF dataset, KA youth were asked how many Korean, Chinese, Vietnamese, Filipino, other  Asian, White, Hispanic, and others (excluding Asian) they considered to be their close friends. In  the CCF data, the two relevant items were “Thinking about all of your friends, about what  58    percentage of your friends are Vietnamese/Cambodian?” and “What is the ethnicity of the rest of  your friends?” The first question in the CCF dataset used the following scale: (1) none (0%), (2)  a few (1%–25%), (3) some (26%–50%), (4) quite a few (51%–75%), and (5) a lot (76%–100%).  The question asking for the percentage of co-ethnic friends was used in this study in order to  consider how many co-ethnic friends respondents had, compared to friends from other ethnic  groups. The question in the KAF dataset was recoded to be comparable with CCF data: (1) 0%,  (2) 1%–25%, (3) 26%–50%, (4) 51%–75%, and (5) 76%–100%.",Cross-group friendship,White Americans,No
Coder 2,830,cf,"Co-ethnic friendship     Friends’ ethnic composition was also assessed in both the KAF and CCF datasets. In the  KAF dataset, KA youth were asked how many Korean, Chinese, Vietnamese, Filipino, other  Asian, White, Hispanic, and others (excluding Asian) they considered to be their close friends. In  the CCF data, the two relevant items were “Thinking about all of your friends, about what  58    percentage of your friends are Vietnamese/Cambodian?” and “What is the ethnicity of the rest of  your friends?” The first question in the CCF dataset used the following scale: (1) none (0%), (2)  a few (1%–25%), (3) some (26%–50%), (4) quite a few (51%–75%), and (5) a lot (76%–100%).  The question asking for the percentage of co-ethnic friends was used in this study in order to  consider how many co-ethnic friends respondents had, compared to friends from other ethnic  groups. The question in the KAF dataset was recoded to be comparable with CCF data: (1) 0%,  (2) 1%–25%, (3) 26%–50%, (4) 51%–75%, and (5) 76%–100%.",Cross-group friendship,White Americans,No
