id,author,year,title,journal,volume,issue,first_page,last_page,doi,abstract,keywords,type,status,source
1934,Assari S.,2018,Does school racial composition explain why high income black youth perceive more discrimination? A gender analysis,Brain Sciences,8,8,NA,NA,10.3390/brainsci8080140,"Recent research has documented poor mental health among high socioeconomic status (SES) Blacks, particularly African American males. The literature has also shown a positive link between SES and perceived discrimination, suggesting that perceived discrimination may explain why high SES Black males report poor mental health. To better understand the role of contextual factors in explaining this pattern, we aimed to test whether school racial composition explains why high income Black youth perceive more discrimination. We explored these associations by ethnicity and gender. Using data from the National Survey of American Life-Adolescent supplement (NSAL-A), the current study included 810 African American and 360 Caribbean Black youth, with a mean age of 15. Ethnicity, age, gender, income-to-needs ratio (SES), skin color, school racial composition, and perceived (daily) discrimination were measured. Using Stata 15.0 (Stata Corp., College Station, TX, USA), we fitted seven structural equation models (SEMs) for data analysis in the pooled sample based on the intersection of ethnicity and gender. Considerable gender by ethnicity variations were found in the associations between SES, school racial composition, and perceived discrimination. For African American males but not African American females or Caribbean Black males or females, school racial composition fully mediated the effect of SES on perceived discrimination. The role of inter-racial contact as a mechanism for high discrimination and poor mental health of Black American adolescents may depend on their intersection of ethnicity and gender. School racial composition may be a mechanism for increased perceived discrimination among high SES African American males. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.",african americans; discrimination; income; inter-group contact; mental health; socioeconomic status (ses),Article,Final,Scopus
1949,"Haase, Anna, Rohmann, Anette, Hallmann, Katrin",2019,An ecological approach to psychological adjustment: A field survey among refugees in Germany,International Journal of Intercultural Relations,68,NA,44,54,10.1016/j.ijintrel.2018.10.003,"The situation of refugees in Germany and other countries is a current and important matter. The present study adopts an ecological approach to investigate how refugees perceive the welcoming climate in Germany and the consequences of this perception. To further explore the refugees' situation, we examined several predictors of their psychological adjustment and acculturation attitudes. In a field study in Eastern Germany with N = 94 refugees as participants, we assessed the perceived context of reception, and perceived acculturation attitudes as contextual variables, discrimination and contact as intergroup variables and, on the individual level, psychological adjustment as well as the personal acculturation attitudes as dependent variables. The results revealed that more perceived discrimination resulted in an increase in reported psychological problems. Refugees living in asylum centers reported more psychological problems and more perceived discrimination than those living in independent housing. The perceived context of reception positively predicted refugees' desire for maintenance of intergroup relations with the host society. Positive intergroup contact lowered their desire for cultural maintenance. In sum, this study gives us rare and valuable insight into refugees' perspectives in the context of recent immigration to Germany. In doing so, it emphasizes the importance of a welcoming climate. The study shows how meaningful the assessment of the perceived context of reception is. Practical implications for fields such as the accommodation of refugees are discussed. (PsycINFO Database Record (c) 2019 APA, all rights reserved)",refugees; context; discrimination; adjustment; acculturation; germany,Journal Article,NA,PsycInfo
1950,Herda D.,2018,"“To Hell with Them All!”: Perceived Discrimination, Interracial Contact, and Racial Attitudes",Sociological Focus,51,2,111,129,10.1080/00380237.2017.1370939,"Can experiencing interracial hostility perpetuate interracial hostility? This article considers this possibility by examining the link between interpersonal discrimination and racial attitudes. Further, I situate discrimination into one’s totality of interracial exposure by analyzing whether other forms of interracial contact (friends, neighbors, or coworkers) condition the discrimination–attitudes association. Using representative data from the Chicago Area Study, I find that black, Hispanic, and white adults express greater feelings of racial threat and ingroup closeness when they report discrimination. The conditional effects vary across race/ethnicity. Among Hispanics, friendship mitigates these attitudinal consequences. For blacks, friendship is beneficial only for those not experiencing discrimination. Among whites, discrimination’s attitudinal consequences grow more extreme with greater neighborhood contact. Overall, the results suggest that (1) racial attitudes should be added to the list of interpersonal racial discrimination consequences and (2) discrimination is often a primary form of contact contributing to the development of racial attitudes. © 2017 North Central Sociological Association.",NA,Article,Final,Scopus
1964,"Levi, Abraham
Levi
Abraham
Levi, Abraham",1988,Attitudes and stereotypes of Eastern and Western students in integrated and nonintegrated classes in high schools in Israel,NA,NA,NA,NA,NA,NA,"This research tested the impact of levels of integrated high school experience among Israeli children of Eastern, Western, and Mixed descent on their attitudes, stereotype and self-esteem. The questions for investigation were: Given various backgrounds and experiences in school, how do Eastern, Western and Mixed descent high school children express: (1) Their attitudes toward self and other groups. (2) Their beliefs concerning interethnic relations (e.g., intermarriage, friendship, and leadership). (3) Personal self-esteem. The method involved a survey of 861 Jewish high school pupils from Eastern, Western, and Mixed parentage. The students were from 31 classes in 12 integrated and nonintegrated high schools from 12 cities in Israel. Gathering data from students was done by means of questionnaires, constructed to this end and distributed and filled out in the classroom during class time. The independent variables included ethnic descent and low, moderate and high levels of school ethnic integration from high Eastern to high Western. The dependent variables were based on an original, validated student interethnic attitude and self-esteem questionnaire which produced six significant factors: (1) Acceptance of segregation. (2) Openness to integration. (3) Solidarity with one's own group. (4) Negative Eastern stereotyping. (5) General stereotyping. (6) Perception of ethnic deprivation. The results showed that school integration had a significant, positive impact on attitudes (integrated schools created more openness and tolerance). Further, children of mixed parents were most tolerant and had least negative stereotyping. Eastern Jewish children were more accepting than Western. The results of the self-esteem questionnaire were inconclusive and, contrary to expectation, no differences were found for self-esteem attitudes between Eastern and Western students whether in the majority or minority. The results of this study shed light on the issues of integration. They emphasize the importance of interethnic contact in the schools for improving students' attitudes towards each other and for achieving positive results in the efforts toward integration. Thus, the findings may contribute to constructive policies of interethnic relations in the educational system. Israeli schools, therefore, have a timely opportunity to break down divisive attitudes and stereotypes (while maintaining self-esteem) and to contribute to the unity of Israeli life.","educational sociology , bilingual education , multicultural education",Dissertation/Thesis,NA,ProQuest
1966,"Titzmann, Peter F, Silbereisen, Rainer K, Schmitt-Rodermund, Eva",2007,Friendship homophily among diaspora migrant adolescents in Germany and Israel,European Psychologist,12,3,181,195,10.1027/1016-9040.12.3.181,"Immigrant adolescents have been found to prefer intraethnic over interethnic friendships, a phenomenon called friendship homophily (FH). This study investigates whether Russian Jewish immigrants in Israel and ethnic German immigrants in Germany differ in their FH rates, which variables predict friendship homophily in each sample, and whether relative strength of association between predictors and FH differs between both samples. FH is measured using reports on best friends, cliques, and distant friendships. Results found FH, in general, to be more pronounced in the Russian Jewish sample, and acculturation orientation and language use predicted interindividual differences in FH in both samples. Perceived discrimination predicted higher levels of FH in cliques and distant friendships only in Israel. Findings suggest the importance of acculturation in selecting intra- or interethnic friends. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",friendship homophily; adolescent immigrants; friendship formation; acculturation,Journal Article,NA,PsycInfo
1993,"Leong C.-H., Ward C.",2000,Identity conflict in sojourners,International Journal of Intercultural Relations,24,6,763,776,NA,"The research adopted an intrapersonal perspective on identity and acculturation and explored the prediction of identity conflict in Chinese sojourners in Singapore. One hundred and six sojourners from the People's Republic of China completed a questionnaire which assessed tolerance of ambiguity, attributional complexity, host and co-national identification, quality and quantity of host and co-national contact, perceived discrimination, cultural distance, length of residence abroad and identity conflict. Step-wise regression analysis revealed that greater tolerance of ambiguity, attributional complexity, and co-national identification and less perceived discrimination and contact with host nationals predicted lower levels of identity conflict. These variables combined to account for 35% of the variance in the outcome measure. Results are discussed in terms of competing models of identity, acculturation and cross-cultural adaptation. © 2000 Elsevier Science Ltd. All rights reserved.",NA,Article,Final,Scopus
2001,"Hunt, Matthew O, Wise, Lauren A, Jipguep, Marie-Claude, Cozier, Yvette C, Rosenberg, Lynn",2007,Neighborhood racial composition and perceptions of racial discrimination: Evidence from the Black Women's Health Study,Social Psychology Quarterly,70,3,272,289,10.1177/019027250707000306,"Little is known about the effects of social context or ""place"" factors (e.g., characteristics of local populations) on African Americans' perceptions and experiences of racism. Using data from 42,445 U.S. black women collected during the 1997 follow-up wave of the Black Women's Health Study, we investigated the association between neighborhood racial composition (""percent black"" at the block-group level in 2000 Census data) and perceptions of racial discrimination. Perceived racial discrimination was measured using self-reports of the frequency of discrimination in ""everyday"" settings (e.g., being treated as if you are dishonest) and ""lifetime"" occurrences of discrimination on the job, in housing, and by the police. There was a linear inverse relationship between neighborhood percent black and perceived discrimination, i.e., higher percent black was associated with lower levels of discrimination. Our results support the conclusions that, relative to contexts in which blacks are a small minority, more evenly-mixed (i.e., integrated) contexts result in lower levels of discrimination (contact hypothesis), and mostly black contexts evidence the lowest levels of discrimination (ethnic density hypothesis). (PsycINFO Database Record (c) 2016 APA, all rights reserved)",neighborhood racial composition; perceptions; racial discrimination; racism; black,Journal Article,NA,PsycInfo
2023,"Bagci, Sabahat C.
Bagci
C.
Sabahat
Bagci, Sabahat C.",2014,"Cross-ethnic friendships in multiethnic educational settings: consequences for psychological, academic and motivational outcomes among young adolescents",NA,NA,NA,NA,NA,NA,"Cross-ethnic friendships are likely to constitute an important feature of children’s social world in multiethnic educational settings such as London secondary schools, which are now more ethnically diverse than ever. This thesis extends current knowledge on cross-ethnic friendships by examining the prevalence and effects of such friendships on various developmental outcomes among ethnic majority and minority status children attending multiethnic schools. While Chapter 1 presented an overview of the literature on cross-ethnic friendships, following empirical chapters (Chapters 2-6) demonstrated findings from a comprehensive 3-wave school study conducted in London schools. Chapter 2 focused on patterns of cross-ethnic friendships and showed specific relationships between ethnic diversity, ethnic group and cross-ethnic friendships. Chapter 3 indicated that cross-ethnic friendships are related to positive outcomes such as psychological well-being, resilience and academic outcomes and moderate the negative effects of discrimination. Chapter 4 showed that interpersonal processes of self-disclosure and ideal self affirmation mediated the associations between cross-ethnic friendships and well-being measures. Chapter 5 examined anxiety and intimate self-disclosure in both same- and cross-ethnic friendships and indicated that reduced anxiety is a unique process whereby cross-ethnic friendships relate to positive outcomes. Chapter 6 revealed longitudinal associations between cross-ethnic friendships and positive outcomes and showed that these associations are stronger in classrooms with lower classroom racial tension. Finally, Chapter 7 investigated cross-ethnic friendships in the light of motivational outcomes; results of two experimental studies indicated that mental representations of cross-ethnic friendships may have effects on future career and academic choices of ethnic minority young adolescents. Overall, findings show that cross-ethnic friendships are important resources for children, providing benefits for the development of psychological, academic and motivational outcomes among children. The role of cross-ethnic friendships on positive development is discussed in the light of ethnic group differences and implications for school policies in multiethnic settings (Chapter 8).",no umi subject assigned,Dissertation/Thesis,NA,ProQuest
2033,"Droogendyk, Lisa, Louis, Winnifred R, Wright, Stephen C",2016,Renewed promise for positive cross-group contact: The role of supportive contact in empowering collective action,Canadian Journal of Behavioural Science / Revue canadienne des sciences du comportement,48,4,317,327,10.1037/cbs0000058,"Positive cross-group contact can undermine disadvantaged group members' collective action engagement. However, we hypothesised that positive cross-group contact in which an advantaged group member explicitly communicates opposition to inequality between groups (""supportive contact"") would not undermine collective action and would be empowering for disadvantaged group members. Study 1 focused on cross-group contact between international students and domestic students at an Australian university. Study 2 focused on immigrants to Canada, and provided an opportunity for a cross-group contact with a Canadian-born individual. The results revealed that supportive contact heightened collective action engagement relative to a number of comparison conditions involving other forms of positive cross-group contact. Increased perceptions of injustice emerged as the key mediator of the relationship between supportive contact and increased collective action engagement. (PsycINFO Database Record (c) 2016 APA, all rights reserved)
Abstract (Frenchch)
Le contact inter-groupes positif peut nuire a l'engagement des membres d'un groupe defavorise envers l'action collective. Toutefois, nous formulons l'hypothese que le contact inter-groupes positif ou un membre du groupe favorise communique expressement son opposition a l'egard de l'inegalite entre les groupes (<< contact de soutien ) ne nuirait pas a l'action collective, voire agirait comme un stimulant parmi les membres du groupe defavorise. L'Etude 1 portait sur le contact inter-groupes entre des etudiants internationaux et des etudiants du pays dans une universite d'Australie. L'Etude 2 portait sur des immigrants au Canada ayant un contact inter-groupes avec une personne nee au Canada. Les resultats ont revele que le contact de soutien a fait augmenter l'engagement a l'egard de l'action collective, comparativement a diverses autres conditions comportant d'autres formes de contact inter-groupes positif. Il est apparu que l'accroissement du nombre d'injustices percues agit en tant que mediateur cle dans la relation entre le contact de soutien et l'engagement accru envers l'action collective. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",collective action; cross-group contact; intergroup contact; supportive contact; social change,Journal Article,NA,PsycInfo
2075,"Becker J.C., Wright S.C., Lubensky M.E., Zhou S.",2013,Friend or ally: Whether cross-group contact undermines collective action depends on what advantaged group members say (or don't say),Personality and Social Psychology Bulletin,39,4,442,455,10.1177/0146167213477155,"Previous research shows that positive contact with members of advantaged groups can undermine collective action among the disadvantaged. The present work provides the first experimental evidence of this effect and introduces a moderator which highlights the fundamental role of communication about perceptions of the legitimacy of intergroup inequality. Study 1 (N = 267) focused on the lesbian/gay/bisexual/transgendered community's struggle for same-sex marriage in California. In Study 2 (N = 81), cross-group contact was initiated between members of two universities that differ in social status. Results revealed that positive cross-group contact undermined public collective action among the disadvantaged when the advantaged-group partner described their group's advantaged position as legitimate or when they did not communicate their feelings about intergroup inequality (leaving them ambiguous). In contrast, when the advantaged-group partner clearly described the intergroup inequality as illegitimate, cross-group contact did not undermine participation in public collective action. © 2013 by the Society for Personality and Social Psychology, Inc.",collective action; intergroup contact; outgroup friends; social change; status legitimacy,Article,Final,Scopus
2141,"Schalk-Soekar, Saskia R. G, van de Vijver, Fons J. R, Hoogsteder, Mariette",2004,Attitudes toward multiculturalism of immigrants and majority members in the Netherlands,International Journal of Intercultural Relations,28,6,533,550,10.1016/j.ijintrel.2005.01.009,"The current study examined the perceptions by Dutch natives and four immigrant groups (Surinamers, Antilleans, Turks, and Moroccans) on four topics relevant for the functioning of the Netherlands as a multicultural society: immigrants' feelings of comfort in living in the Netherlands, their perceived discrimination, their cultural maintenance, and Dutch involvement with them. As predicted, Dutch natives estimated the immigrants' view more accurately in a contact domain (perceived discrimination) than in a non-contact domain (feelings of comfort) and the attitude differences between Dutch natives and immigrants were smaller in a contact domain (Dutch involvement) than in a non-contact domain (cultural maintenance). The study also examined the relation between ethnic hierarchy (cultural distance), educational level, and experiences of the ethnic groups. Turks and Moroccans (who occupy a lower position in the Dutch ethnic hierarchy and are less schooled) reported less positive feelings and experiences in the Netherlands than Surinamers and Antilleans (who are higher in the ethnic hierarchy and are better schooled). (PsycINFO Database Record (c) 2016 APA, all rights reserved)",attitudes; multiculturalism; immigrants; netherlands; ethnic hierarchy; educational level; cultural maintenance; perceptions,Journal Article,NA,PsycInfo
2257,"Bagci, Sabahat C, Turnuklu, Abbas, Bekmezci, Eyup",2018,The buffering role of in-group identification and intergroup contact on the association between perceived discrimination and mental health,Journal of Community & Applied Social Psychology,NA,NA,NA,NA,10.1002/casp.2357,"Previous research has shown that disadvantaged group members cope with the negative effects of perceived discrimination (PD) on mental health using various mechanisms. We examined the potential protective role of two processes-in-group identification and intergroup contact-on the association between PD and mental health (anxiety and depression) among physically disabled adults (N = 269, Mage = 39.13, SD = 13.80). Intergroup contact, but not in-group identification, had a buffering role on the association between PD and both depression and anxiety. However, this effect was further moderated by in-group identification such that high levels of intergroup contact had a protective role against PD, only when in-group identification was low. Findings highlight the importance of evaluating various social-psychological processes interactively in creating a resilient outlook among disadvantaged groups. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",disability; in-group identification; intergroup contact; mental health; perceived discrimination,NA,First Posting,PsycInfo
2295,"Tynes, Brendesha M, Rose, Chad A, Markoe, Suzanne L",2013,"Extending campus life to the Internet: Social media, discrimination, and perceptions of racial climate",Journal of Diversity in Higher Education,6,2,102,114,10.1037/a0033267,"Despite the fact that more college student interaction now takes place online, researchers have yet to examine the role the Internet plays in perceptions of campus racial climate. Using an online survey of a sample of 217 African American and European American college students, this study explored online factors including intergroup interaction as well as online and offline factors associated with campus racial climate. Hierarchical regression results revealed a final model explaining perceptions of campus racial climate that included ethnicity, individual online racial discrimination, and online stress. African Americans experienced more online racial discrimination and online stress and had a significantly more negative view of campus racial climate. Regardless of one's ethnicity, online victimization was associated with negative perceptions of the racial climate, yet the relationship was significantly stronger for African Americans. Time on social networking sites and discussions of school-related issues were not associated with these perceptions. This study provides additional evidence that campus life is moving online, and interaction, particularly negative experiences, in these spaces warrants more attention. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",internet; campus climate; discrimination; intergroup contact; social network sites; african americans; european americans,Journal Article,NA,PsycInfo
2309,"Hayward, Lydia E, Tropp, Linda R, Hornsey, Matthew J, Barlow, Fiona Kate",2018,How negative contact and positive contact with whites predict collective action among racial and ethnic minorities,British Journal of Social Psychology,57,1,1,20,10.1111/bjso.12220,"Positive contact with advantaged group members can improve disadvantaged group members' attitudes towards them, yet it may also lower perceptions of group discrimination and consequent collective action. Little is known, however, about how negative contact with the advantaged predicts collective action among members of disadvantaged groups. With samples of Black and Hispanic Americans, we tested positive and negative contact with White Americans as predictors of self-reported collective action behaviour and future intentions. Across both samples, negative contact with White Americans predicted greater collective action, largely through the mechanisms of perceived discrimination and intergroup anger. Simultaneously, positive contact showed a negative indirect effect on collective action primarily through reduced anger. These findings suggest that negative contact may be a potential driver of social change among racial minorities. Implications of these findings for the contact and collective action literatures are discussed. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",anger; collective action; disadvantaged groups; intergroup contact; social change; racial and ethnic minorities,Journal Article,NA,PsycInfo
2333,"Saenz, Victor Benito
Saenz
Benito
Victor
Saenz, Victor Benito",2005,Breaking the cycle of segregation: Examining students' pre -college racial environments and their diversity experiences in college,NA,NA,NA,NA,NA,NA,"Investigating the educational benefits of racial and ethnic diversity is the primary political and empirical arena remaining in the affirmative action debate in higher education. Accordingly, the last decade has seen much research that has examined ways in which racial and ethnic diversity on college campuses can be defined, theorized, measured, and assessed, all with the intent of advancing our understanding of the educational benefits of diversity. Nonetheless, many questions remain unexplored, and the increasing level of scrutiny on the educational benefits of diversity suggests the need for even more compelling and refined empirical evidence. The present study sought to respond to this empirical need by examining a critical area that remains under-researched in the diversity debate, namely, researching the effects of students' pre-college experiences and pre-college racial environments on college diversity outcomes. Understanding students' pre-college experiences with diversity can serve to illuminate relationships that may have been under-estimated in prior diversity research. If the main effects of pre-college measures on students' diversity outcomes have been systematically under-examined, this suggests that the true educational benefits for students are in fact stronger and more compelling than have been established. This study's main conclusion is two-fold: students' pre-college racial environments and experiences do have notable perpetuation effects on college diversity outcomes such as cross-racial interactions and students' attitudes about racial discrimination; nonetheless, the multivariate results unmistakably show that racially and ethnically diverse college settings as well as students' college diversity experiences serve to significantly mediate or interrupt these perpetuation effects. In spite of students' segregated pre-college environments and experiences, public universities that are more structurally diverse and that foster more diverse curricular and co-curricular activities can positively affect students' levels of interactions with diverse peers as well as complicate their attitudes about racial discrimination in our society. These findings have implications both for K-12 desegregation efforts as well as for the policy debate on affirmative action in higher education.","higher education , minority & ethnic groups , sociology",Dissertation/Thesis,NA,ProQuest
2341,"Jasinskaja-Lahti, Inga, Mahonen, Tuuli Anna, Liebkind, Karmela",2012,Identity and attitudinal reactions to perceptions of inter-group interactions among ethnic migrants: A longitudinal study,British Journal of Social Psychology,51,2,312,329,10.1111/j.2044-8309.2011.02059.x,"This 1-year follow-up study investigated the direct and indirect effects of past, anticipated, and actual experiences of inter-group interactions on the development of national identity and attitudes towards the national majority among ethnic re-migrants (N = 141) from Russia to Finland. According to the results, the quality of past intergroup contact in the pre-migration stage (T1) did not directly affect national identification and out-group attitudes in the post-migration stage (T2). Instead, the effect of contact quality at T1 on national identification and out-group attitudes at T2 was indirect via perceived discrimination and out-group rejection at T2. In addition, there were two indirect pathways from out-group attitudes at T1 to national identification and outgroup attitudes at T2, via pleasant contact experiences (further associated with positive out-group attitudes) and via perceived discrimination (further associated with negative attitudes and lower national identification) in the post-migration stage. Anticipated discrimination only had a direct effect on out-group attitudes in the post-migration stage. The results highlight the role of past and anticipated inter-group relations in the formation of post-migration inter-group interactions, which, in turn, are decisive for the formation of national identification and out-group attitudes of re-migrants. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",attitudinal reactions; identity reactions; inter group interactions; ethnic migrants,Journal Article,NA,PsycInfo
2371,"Dessel, Adrienne B, Rodenborg, Nancy",2017,An evaluation of intergroup dialogue pedagogy: Addressing segregation and developing cultural competency,Journal of Social Work Education,53,2,222,239,NA,"This article presents data from a study of an intergroup dialogue (IGD) course in an urban Midwest MSW program guided by Derald Wing Sue's multicultural education model. IGD was used as an innovative pedagogy to meet the Council on Social Work Education mandate for cultural competence and social justice education. Results showed significant gains in student awareness of self as a member of social identity groups, knowledge about structural group inequality, motivation to bridge, differences, and action to do so. Segregation by race and social contact did not predict change in confidence and frequency to take social justice action. Prior knowledge about racial inequality and motivation to bridge difference did predict change in action. IGD is a promising cultural competence pedagogy. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",intergroup dialogue; pedagogy; racial segregation; cultural competency development; social work education; multicultural education,Journal Article,NA,PsycInfo
2375,"Tausch, Nicole, Saguy, Tamar, Bryson, Jeff",2015,How does intergroup contact affect social change? Its impact on collective action and individual mobility intentions among members of a disadvantaged group,Journal of Social Issues,71,3,536,553,10.1111/josi.12127,"A current debate surrounds the issue of whether prejudice-reducing interventions such as intergroup contact may reduce resistance to unequal intergroup relations among disadvantaged groups. Addressing this question, this research investigates how positive contact with members of the advantaged group shapes action strategies to cope with disadvantage. Using survey data from a sample of Latino Americans (N = 112), structural equation modeling revealed that friendship contact with Anglo-Whites was overall negatively associated with interest in collective action. This relation was due to both reduced identification with the disadvantaged group and positive attitudes toward the advantaged group, which predicted reduced anger about inequality. Contact was also positively associated with an individual mobility orientation, a relation which was explained through increased perceived permeability. Individual mobility orientation did not, however, predict reduced motivation for collective action. The theoretical and practical implications of these findings for societal change and novel directions for future research are discussed. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",intergroup dynamics; social changes; collective actions; individual mobility intentions; disadvantaged groups,Journal Article,NA,PsycInfo
3000,"Yu B., Mak A.S., Bodycott P.",2019,Psychological and academic adaptation of mainland Chinese students in Hong Kong universities,Studies in Higher Education,NA,NA,NA,NA,10.1080/03075079.2019.1693991,"Existing research on the psychological and academic experiences of China-born students studying outside of China has mainly been conducted in Western English-speaking countries. Using a coping resources framework, we investigated the predictors of psychological and academic adaptation of 2,201 mainland Chinese students (74% female) studying in universities in Hong Kong, China’s Special Administrative Region and a former British colony. We found that academic self-efficacy, social support, and low levels of perceived discrimination predicted both psychological and academic adaptation. Language competence in English and the local dialect Cantonese was found to be additional factors in mainland Chinese students’ academic adaptation. Implications for future research and higher education policies and practices are discussed. © 2019, © 2019 Society for Research into Higher Education.",academic adaptation; chinese student; coping resources; intergroup contact; perceived discrimination; psychological adaptation,Article,Article in Press,Scopus
3005,"Martiny S.E., Froehlich L., Soltanpanah J., Haugen M.S.",2020,Young immigrants in Norway: The role of national and ethnic identity in immigrants’ integration,Scandinavian Journal of Psychology,61,2,312,324,10.1111/sjop.12594,"The present work investigates the endorsement, antecedents, relationships, and consequences of young immigrants’ social identities in Norway. Despite increasing numbers of refugees and immigrants entering Norway in recent years, little is known about the relationship between immigrants’ different social identities and their feeling of integration into Norwegian society. The main goal of the present research is to fill this gap by investigating whether relationships found in other European countries replicate in the Norwegian context. In line with theoretical considerations and earlier international findings, results from two studies with different immigrant groups (Study 1: high school students; N = 97; Study 2: university students; N = 93) show that the more young immigrants in Norway endorse their national (i.e., Norwegian) identity, the less they endorse their ethnic identity (e.g., Kurdish). We further show that perceived conflict between the two cultures cannot explain the negative relationship between national and ethnic identity. In addition, immigrants’ national identity endorsement is positively related to their dual identity endorsement (e.g., Kurdish-Norwegian). Positive contact with members of the receiving society predicts young immigrants’ feeling of being integrated in Norwegian society and this relationship is mediated by national identity. Results are discussed in terms of the crucial role social identities play in immigrants’ feeling of integration into European societies. © 2019 The Authors. Scandinavian Journal of Psychology published by Scandinavian Psychological Associations and John Wiley & Sons Ltd",contact; immigration; integration; perceived discrimination; social identities,Article,Final,Scopus
3047,"Gurieva S., Kõiv K., Tararukhina O.",2020,Migration and adaptation as indicators of social mobility migrants,Behavioral Sciences,10,1,NA,NA,10.3390/bs10010030,"The economic and social changes in modern society have resulted in intensive and extensive migrant activity. The article contains a review of social, psychological, and gender aspects of migration from three countries of Central Asia (former Soviet republic)-Kyrgyzstan, Tajikistan, and Uzbekistan-in Russia (St. Petersburg). The main objective of our study was to identify socio-psychological mechanisms of migration from Central Asia-the general and specific peculiarities of the acculturation process of migrant workers. Participants in the study were labor migrants from Tajikistan, Kyrgyzstan, and Uzbekistan. The research was conducted in St. Petersburg. In total, 98 people aged from 19 to 42 years old took part in the research (median age = 32.26, SD = 3.44), among them, women made up 44% and men made up 56%. Three ethnic groups were represented in the sample: Kyrgyz people (34 persons), Tajik people (32 persons), and Uzbek people (32 persons). The research found both general and specific features related to certain ethnic groups. The research results showed that there were significant differences between the migrants from Kyrgyzstan, Tajikistan, and Uzbekistan by the following acculturation indicators: number of social contacts (friends) among representatives of their own ethnicity and among the Russian-speaking population, type of acculturation strategy, degree of life satisfaction, cultural and economic safety, and anxiety level. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",adaptation; labor migrants; migration processes; social mobility,Article,Final,Scopus
3050,"Yu B., Bodycott P., Mak A.S.",2019,Language and Interpersonal Resource Predictors of Psychological and Sociocultural Adaptation: International Students in Hong Kong,Journal of Studies in International Education,23,5,572,588,10.1177/1028315318825336,"Hong Kong, along with other Asian societies with universities with top world rankings, has in recent years attracted an increasing number of international students, mainly from Asia. Previous research in English-speaking Western countries has indicated the importance of resources, including language proficiency, positive intergroup relations, and social support, in understanding international students’ stress and coping in cross-cultural adaptation. Guided by a similar acculturative stress and coping framework, we investigated predictors of psychological and sociocultural adaptation in a survey sample of 726 international students (62% female and 73% Asian-born) from Hong Kong public universities. We found that English language proficiency, social support, and a low level of perceived discrimination fostered both types of cross-cultural adaptation, while contact with local students and proficiency in the local dialect further enhanced sociocultural adaptation. Implications for future acculturation research and higher education internationalization policies and practices are discussed. © 2019 European Association for International Education.",acculturation; cross-cultural adaptation; intercultural contact; international student; language proficiency; perceived discrimination; psychological adaptation; sociocultural adaptation,Article,Final,Scopus
3051,"Rafiqi A., Thomsen J.P.F.",2020,"Group discrimination, intergroup contact, and ethnic minority members’ reactions toward the majority",Ethnicities,NA,NA,NA,NA,10.1177/1468796820909493,"This study expands research on how intergroup contact makes ethnic minority members less prejudiced toward the majority group. Specifically, we propose that perceived group discrimination may serve as an essential boundary condition of the friendship‒prejudice relationship. Accordingly, analyses show that: (a) cross-group friendship predicts less prejudice, (b) perceived group discrimination relates to greater prejudice only among noncontacted ethnic minority members, and (c) greater perceived group discrimination enhances the ability of cross-group friendship to predict reduced prejudice toward majority members. The enhancing effect is inconsistent with previous research. Moreover, we show that perceived personal discrimination does not moderate the friendship‒prejudice relationship. Finally, analyses confirm the unique qualities of cross-group friendship, as perceived group discrimination does not predict greater prejudice when this type of contact is most intense. Analyses are performed on an unusually rich, national probability sample of ethnic minority members fielded in 2017 including 1211 respondents from Denmark. We conclude with discussion of the implications of our findings. © The Author(s) 2020.",cross-group friendship; ethnic minority members; group discrimination; personal discrimination; prejudice,Article,Article in Press,Scopus
